row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước(Trình bày lại),numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước(Trình bày lại)
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (*),Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (*),Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (*),1.095.618.039.141,1.096.497.637.724,1095618039141.0,1096497637724.0
"Điều chỉnh giảm do trích quỹ khen thưởng phúc lợi,thù lao HĐQT (*)","Điều chỉnh giảm do trích quỹ khen thưởng phúc lợi,thù lao HĐQT (*)","Điều chỉnh giảm do trích quỹ khen thưởng phúc lợi,thù lao HĐQT (*)",-,(23.158.750.000),,-23158750000.0
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu,1.095.618.039.141,1.073.338.887.724,1095618039141.0,1073338887724.0
Ảnh hưởng suy giảm do chi phí lãi vay phát sinh từ trái phiếu kèm chứng quyền,Ảnh hưởng suy giảm do chi phí lãi vay phát sinh từ trái phiếu kèm chứng quyền,Ảnh hưởng suy giảm do chi phí lãi vay phát sinh từ trái phiếu kèm chứng quyền,-,5.781.972.853,,5781972853.0
Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,Lợi nhuận thuần sau thuế phân bổ cho cổ đông sở hữu cổ phiếu phổ thông sau khi đã điều chỉnh cho các yếu tố suy giảm,1.095.618.039.141,1.079.120.860.577,1095618039141.0,1079120860577.0
Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu,243.109.618,191.204.821,243109618.0,191204821.0
Ảnh hưởng của cổ tức bằng cổ phiếu,Ảnh hưởng của cổ tức bằng cổ phiếu,Ảnh hưởng của cổ tức bằng cổ phiếu,-,40.767.083,,40767083.0
"Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu, sau điều chỉnh","Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu, sau điều chỉnh","Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) để tính lãi cơ bản trên cổ phiếu, sau điều chỉnh",243.109.618,231.971.904,243109618.0,231971904.0
Ảnh hưởng suy giảm do Trái phiếu kèm chứng quyền,Ảnh hưởng suy giảm do Trái phiếu kèm chứng quyền,Ảnh hưởng suy giảm do Trái phiếu kèm chứng quyền,-,11.393.801,,11393801.0
Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,Bình quân gia quyền của số cổ phiếu phổ thông (không bao gồm cổ phiếu quỹ) đã điều chỉnh cho các yếu tố suy giảm,243.109.618,243.365.705,243109618.0,243365705.0
Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,4.507,4.627,4507.0,4627.0
Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,Lãi suy giảm trên cổ phiếu,4.507,4.434,4507.0,4434.0
