row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,8.556.912.885.411,10.501.213.587.387,,,8556912885411.0,10501213587387.0
310,310,310,I. Nợ ngắn hạn,,3.286.819.852.605,4.293.242.921.198,,,3286819852605.0,4293242921198.0
311,311,311,1. Phải trả người bán ngắn hạn,15.1,180.928.127.488,297.648.960.670,,151.0,180928127488.0,297648960670.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,15.2,681.968.005.319,1.194.262.994.254,,152.0,681968005319.0,1194262994254.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,123.884.998.096,135.152.733.080,,16.0,123884998096.0,135152733080.0
314,314,314,4. Phải trả người lao động,,34.263.357.196,26.868.326.229,,,34263357196.0,26868326229.0
315,315,315,5. Chi phí phải trả ngắn hạn,17,838.627.364.436,941.746.380.475,,17.0,838627364436.0,941746380475.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,21.339.939.535,27.155.379.474,,,21339939535.0,27155379474.0
319,319,319,7. Phải trả ngắn hạn khác,18,388.118.121.975,344.202.395.999,,18.0,388118121975.0,344202395999.0
320,320,320,8. Vay ngắn hạn,19,958.856.356.487,1.288.988.835.599,,19.0,958856356487.0,1288988835599.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",20,58.833.582.073,37.216.915.418,,20.0,58833582073.0,37216915418.0
330,330,330,II. Nợ dài hạn,,5.270.093.032.806,6.207.970.666.189,,,5270093032806.0,6207970666189.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,,6.687.499.895,8.994.856.783,,,6687499895.0,8994856783.0
337,337,337,2. Phải trả dài hạn khác,18,33.299.319.723,35.158.178.701,,18.0,33299319723.0,35158178701.0
338,338,338,3. Vay dài hạn,19,5.160.178.968.082,6.086.215.594.332,,19.0,5160178968082.0,6086215594332.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,28.3,69.824.141.150,77.365.032.417,,283.0,69824141150.0,77365032417.0
342,342,342,5. Dự phòng phải trả dài hạn,,103.103.956,237.003.956,,,103103956.0,237003956.0
