row_label_raw,row_label_full,Bên cho vay > Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Đông Anh > Ngân hàng Shinhan – Chi nhánh Trần Duy Hung,Số cuối năm(VND) > 34.797.704.995 > 3.303.926.930,Kỳ hạn trả gốc và lãi > Gốc đáo hạn ngày 18 tháng 11 năm 2023.Lãi trả 1 tháng/lần > Gốc đáo hạn ngày 4 tháng 2 năm 2023.Lãi trả 1 tháng/lần,"Lãi suất > 7,5%/năm > Lãi suất tham chiếu cộng biếndộ 0,61%/năm và điều chỉnh 3tháng một lần",Hình thức đảm bảo > (i) > (ii),numeric__Số cuối năm(VND) > 34.797.704.995 > 3.303.926.930,numeric__Kỳ hạn trả gốc và lãi > Gốc đáo hạn ngày 18 tháng 11 năm 2023.Lãi trả 1 tháng/lần > Gốc đáo hạn ngày 4 tháng 2 năm 2023.Lãi trả 1 tháng/lần,"numeric__Lãi suất > 7,5%/năm > Lãi suất tham chiếu cộng biếndộ 0,61%/năm và điều chỉnh 3tháng một lần",numeric__Hình thức đảm bảo > (i) > (ii)
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,38.101.631.925,,,,38101631925.0,,,
Chi tiết các khoản vay dài hạn từ ngân hàng được trình bày như sau:,Chi tiết các khoản vay dài hạn từ ngân hàng được trình bày như sau:,Chi tiết các khoản vay dài hạn từ ngân hàng được trình bày như sau:,Chi tiết các khoản vay dài hạn từ ngân hàng được trình bày như sau:,Chi tiết các khoản vay dài hạn từ ngân hàng được trình bày như sau:,Chi tiết các khoản vay dài hạn từ ngân hàng được trình bày như sau:,Chi tiết các khoản vay dài hạn từ ngân hàng được trình bày như sau:,,,,
Bên cho vay,Bên cho vay,Bên cho vay,Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2022,Kỳ hạn trả gốc và lãi,Lãi suất Hình thức đảm bảo,,,,
Bên cho vay,Bên cho vay,Bên cho vay,VND,Nguyên tệ(EUR),Kỳ hạn trả gốc và lãi,Lãi suất Hình thức đảm bảo,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Sở Giao dịch ITrong đó: Vay dài hạn đến hạn trả,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Sở Giao dịch ITrong đó: Vay dài hạn đến hạn trả,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Sở Giao dịch ITrong đó: Vay dài hạn đến hạn trả,2.236.587.891.323(123.000.000.000),-,"Gốc đáo hạn 3 tháng/lần trong giai đoạn từ ngày Dự án Thủy điện Đắk Mi 2 đi vào hoạt động cho tới ngày trả nợ gốc cuối cùng là ngày 25 tháng 11 năm 2032. Lãi vayđịnh kỳ 3 tháng được nhập gốc một lần, lần nhập gốc cuối cùng là ngày kết thúc thời hạn rút vốn hoặc hoàn thành Dự án Thủy điện Đắk Mi 2, sau đó lãi trả 3 tháng/lần","Lãi suất cơ sở cộng với biên độ 2,8%/năm.",,,,
Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Đông AnhTrong đó: Vay dài hạn đến hạn trả,Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Đông AnhTrong đó: Vay dài hạn đến hạn trả,Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Đông AnhTrong đó: Vay dài hạn đến hạn trả,423.800.000.000(40.600.000.000),-,Gốc đáo hạn từ ngày 27 tháng 3 năm 2022 đến 27 tháng 6 năm 2030. Lãi trả 1 tháng/lần,"7,5%-8,6% (v)",,,,
Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Đông AnhTrong đó: Vay dài hạn đến hạn trả,Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Đông AnhTrong đó: Vay dài hạn đến hạn trả,Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Đông AnhTrong đó: Vay dài hạn đến hạn trả,162.819.304.256(162.819.304.256),-,Gốc trả ngày 18 tháng 11 năm 2023. Lãi trả 1 tháng/lần,"7,5%/năm (i)",,,,
