row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Phải thu từ hoạt động kinh doanh bất động sản,Phải thu từ hoạt động kinh doanh bất động sản,Phải thu từ hoạt động kinh doanh bất động sản,515.210.555.286,539.196.513.936,515210555286.0,539196513936.0
Phải thu từ hoạt động sản xuất và kinh doanh điện,Phải thu từ hoạt động sản xuất và kinh doanh điện,Phải thu từ hoạt động sản xuất và kinh doanh điện,568.902.850.157,459.457.573.707,568902850157.0,459457573707.0
"Phải thu ngắn hạn từ hoạt động cho thuê,quản lý bất động sản và các hoạt động khác","Phải thu ngắn hạn từ hoạt động cho thuê,quản lý bất động sản và các hoạt động khác","Phải thu ngắn hạn từ hoạt động cho thuê,quản lý bất động sản và các hoạt động khác",13.652.344.743,21.170.468.118,13652344743.0,21170468118.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.097.765.750.186,1.019.824.555.761,1097765750186.0,1019824555761.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn từ các khách hàng khác,Trong đó: > Phải thu ngắn hạn từ các khách hàng khác,Phải thu ngắn hạn từ các khách hàng khác,1.097.297.127.186,1.018.136.981.555,1097297127186.0,1018136981555.0
Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 29.2),Trong đó: > Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 29.2),Phải thu ngắn hạn từ các bên liên quan(Thuyết minh số 29.2),468.623.000,1.687.574.206,468623000.0,1687574206.0
Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư:,,
Công ty Mua bán điện,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư: > Công ty Mua bán điện,Công ty Mua bán điện,654.771.336.706,382.792.782.964,654771336706.0,382792782964.0
Các khách hàng mua nhà tại Dự án Hà ĐỏCentrosa Garden,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư: > Các khách hàng mua nhà tại Dự án Hà ĐỏCentrosa Garden,Các khách hàng mua nhà tại Dự án Hà ĐỏCentrosa Garden,336.876.835.565,418.693.691.164,336876835565.0,418693691164.0
Dự phòng phải thu ngắn hạn khó đòi,Chi tiết các khoản phải thu của khách hàng chiếm trên 10% tổng số dư: > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(11.751.616.033),(11.220.182.448),-11751616033.0,-11220182448.0
