row_label_raw,row_label_full,col_0,Số năm nayTriệu đồng,Số năm trướcTriệu đồng,numeric__Số năm nayTriệu đồng,numeric__Số năm trướcTriệu đồng
"I. Tổng số cán bộ, công nhân viên bình quân (người)","I. Tổng số cán bộ, công nhân viên bình quân (người)","I. Tổng số cán bộ, công nhân viên bình quân (người)",19.068,18.622,19068.0,18622.0
"II. Thu nhập của cán bộ, công nhân viên (Triệu đồng)","II. Thu nhập của cán bộ, công nhân viên (Triệu đồng)","II. Thu nhập của cán bộ, công nhân viên (Triệu đồng)","II. Thu nhập của cán bộ, công nhân viên (Triệu đồng)","II. Thu nhập của cán bộ, công nhân viên (Triệu đồng)",,
1. Tiền lương,"II. Thu nhập của cán bộ, công nhân viên (Triệu đồng) > 1. Tiền lương",1. Tiền lương,4.391.114,3.424.648,4391114.0,3424648.0
2. Tiền thường,"II. Thu nhập của cán bộ, công nhân viên (Triệu đồng) > 2. Tiền thường",2. Tiền thường,1.410.022,655.293,1410022.0,655293.0
3. Tổng thu nhập (1+2),"II. Thu nhập của cán bộ, công nhân viên (Triệu đồng) > 3. Tổng thu nhập (1+2)",3. Tổng thu nhập (1+2),5.801.136,4.079.941,5801136.0,4079941.0
4. Tiền lương bình quân tháng (triệu đồng/người),"II. Thu nhập của cán bộ, công nhân viên (Triệu đồng) > 4. Tiền lương bình quân tháng (triệu đồng/người)",4. Tiền lương bình quân tháng (triệu đồng/người),"19,19","15,33",19.19,15.33
5. Thu nhập bình quân tháng (triệu đồng/người),"II. Thu nhập của cán bộ, công nhân viên (Triệu đồng) > 5. Thu nhập bình quân tháng (triệu đồng/người)",5. Thu nhập bình quân tháng (triệu đồng/người),"25,35","18,26",25.35,18.26
