row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trước(trình bày lại)Triệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trước(trình bày lại)Triệu đồng
Lợi nhuận sau thuế (triệu đồng),Lợi nhuận sau thuế (triệu đồng),Lợi nhuận sau thuế (triệu đồng),2.454.864,1.790.156,2454864.0,1790156.0
"Số phân bổ vào Quỹ khen thưởng, phúc lợi(triệu đồng) (*)","Số phân bổ vào Quỹ khen thưởng, phúc lợi(triệu đồng) (*)","Số phân bổ vào Quỹ khen thưởng, phúc lợi(triệu đồng) (*)",(436.599),(381.416),-436599.0,-381416.0
Lợi nhuận thuần phân bổ cho các cổ đôngsở hữu cổ phiếu phổ thông của Ngân hàng(triệu đồng),Lợi nhuận thuần phân bổ cho các cổ đôngsở hữu cổ phiếu phổ thông của Ngân hàng(triệu đồng),Lợi nhuận thuần phân bổ cho các cổ đôngsở hữu cổ phiếu phổ thông của Ngân hàng(triệu đồng),2.018.265,1.408.740,2018265.0,1408740.0
Bình quân gia quyền của số cổ phiếu phổthống đang lưu hành trong kỳ (cổ phiếu),Bình quân gia quyền của số cổ phiếu phổthống đang lưu hành trong kỳ (cổ phiếu),Bình quân gia quyền của số cổ phiếu phổthống đang lưu hành trong kỳ (cổ phiếu),1.803.653.429,1.803.653.429,1803653429.0,1803653429.0
Lãi cơ bản trên mỗi cổ phiếu (đồng/cổ phiếu),Lãi cơ bản trên mỗi cổ phiếu (đồng/cổ phiếu),Lãi cơ bản trên mỗi cổ phiếu (đồng/cổ phiếu),1.119,781,1119.0,781.0
