row_label_raw,row_label_full,col_0,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất_1,Ảnh hưởng đến báo cáo kết quả hoạt động kinh doanh hợp nhất,Ảnh hưởng đến báo cáo kết quả hoạt động kinh doanh hợp nhất_1,numeric__Bảng cân đối kế toán hợp nhất,numeric__Bảng cân đối kế toán hợp nhất_1,numeric__Ảnh hưởng đến báo cáo kết quả hoạt động kinh doanh hợp nhất,numeric__Ảnh hưởng đến báo cáo kết quả hoạt động kinh doanh hợp nhất_1
,,,Ngày 31 tháng 12 năm 2019Triệu đồng,Ngày 31 tháng 12 năm 2018Triệu đồng,Năm nayTriệu đồng,Năm trướcTriệu đồng,,,,
Tài sản thuế TNDN hoãn lạiLỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương laiDự phòng đầu tư chứng khoán và các tài sản Có khácChênh lệch dự phòng,Tài sản thuế TNDN hoãn lạiLỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương laiDự phòng đầu tư chứng khoán và các tài sản Có khácChênh lệch dự phòng,Tài sản thuế TNDN hoãn lạiLỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương laiDự phòng đầu tư chứng khoán và các tài sản Có khácChênh lệch dự phòng,66.532,-,66.532,-,66532.0,,66532.0,
Tài sản thuế TNDN hoãn lạiLỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương laiDự phòng đầu tư chứng khoán và các tài sản Có khácChênh lệch dự phòng,Tài sản thuế TNDN hoãn lạiLỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương laiDự phòng đầu tư chứng khoán và các tài sản Có khácChênh lệch dự phòng,Tài sản thuế TNDN hoãn lạiLỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương laiDự phòng đầu tư chứng khoán và các tài sản Có khácChênh lệch dự phòng,85.301,55.640,29.661,-,85301.0,55640.0,29661.0,
Tài sản thuế TNDN hoãn lạiLỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương laiDự phòng đầu tư chứng khoán và các tài sản Có khácChênh lệch dự phòng,Tài sản thuế TNDN hoãn lạiLỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương laiDự phòng đầu tư chứng khoán và các tài sản Có khácChênh lệch dự phòng,Tài sản thuế TNDN hoãn lạiLỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương laiDự phòng đầu tư chứng khoán và các tài sản Có khácChênh lệch dự phòng,7.980,7.462,518,-,7980.0,7462.0,518.0,
Tài sản thuế TNDN hoãn lạiLỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương laiDự phòng đầu tư chứng khoán và các tài sản Có khácChênh lệch dự phòng,Tài sản thuế TNDN hoãn lạiLỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương laiDự phòng đầu tư chứng khoán và các tài sản Có khácChênh lệch dự phòng,Tài sản thuế TNDN hoãn lạiLỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương laiDự phòng đầu tư chứng khoán và các tài sản Có khácChênh lệch dự phòng,159.813,63.102,96.711,-,159813.0,63102.0,96711.0,
Thuế TNDN hoãn lại phải trảChênh lệch chi phí khấu haoLỗ lũy kế công ty con,Thuế TNDN hoãn lại phải trảChênh lệch chi phí khấu haoLỗ lũy kế công ty con,Thuế TNDN hoãn lại phải trảChênh lệch chi phí khấu haoLỗ lũy kế công ty con,(681),(681),-,-,-681.0,-681.0,,
Thuế TNDN hoãn lại phải trảChênh lệch chi phí khấu haoLỗ lũy kế công ty con,Thuế TNDN hoãn lại phải trảChênh lệch chi phí khấu haoLỗ lũy kế công ty con,Thuế TNDN hoãn lại phải trảChênh lệch chi phí khấu haoLỗ lũy kế công ty con,(24.781),(24.781),-,(11.124),-24781.0,-24781.0,,-11124.0
Thuế TNDN hoãn lại phải trảChênh lệch chi phí khấu haoLỗ lũy kế công ty con,Thuế TNDN hoãn lại phải trảChênh lệch chi phí khấu haoLỗ lũy kế công ty con,Thuế TNDN hoãn lại phải trảChênh lệch chi phí khấu haoLỗ lũy kế công ty con,(25.462),(25.462),-,(11.124),-25462.0,-25462.0,,-11124.0
Điều chỉnh năm trước,Điều chỉnh năm trước,Điều chỉnh năm trước,Điều chỉnh năm trước,Điều chỉnh năm trước,65.972,-,,,65972.0,
Ảnh hưởng quy đổi tỷ giá,Ảnh hưởng quy đổi tỷ giá,Ảnh hưởng quy đổi tỷ giá,Ảnh hưởng quy đổi tỷ giá,Ảnh hưởng quy đổi tỷ giá,1.079,-,,,1079.0,
Thu nhập/(chi phí) thuế TNDN hoãn lại tính vào báo cáo hoạt động kinh doanh hợp nhất,Thu nhập/(chi phí) thuế TNDN hoãn lại tính vào báo cáo hoạt động kinh doanh hợp nhất,Thu nhập/(chi phí) thuế TNDN hoãn lại tính vào báo cáo hoạt động kinh doanh hợp nhất,Thu nhập/(chi phí) thuế TNDN hoãn lại tính vào báo cáo hoạt động kinh doanh hợp nhất,Thu nhập/(chi phí) thuế TNDN hoãn lại tính vào báo cáo hoạt động kinh doanh hợp nhất,29.660,(11.124),,,29660.0,-11124.0
