row_label_raw,row_label_full,col_0,Quá hạnTriệu đồng,Không chịu lãiTriệu đồng,Đến 1 thángTriệu đồng,Từ 1 đến 3 thángTriệu đồng,Từ 3 đến 6 thángTriệu đồng,Từ 6 đến 12 thángTriệu đồng,Từ 1 đến 5 nămTriệu đồng,Trên 5 nămTriệu đồng,Tổng cộngTriệu đồng,numeric__Quá hạnTriệu đồng,numeric__Không chịu lãiTriệu đồng,numeric__Đến 1 thángTriệu đồng,numeric__Từ 1 đến 3 thángTriệu đồng,numeric__Từ 3 đến 6 thángTriệu đồng,numeric__Từ 6 đến 12 thángTriệu đồng,numeric__Từ 1 đến 5 nămTriệu đồng,numeric__Trên 5 nămTriệu đồng,numeric__Tổng cộngTriệu đồng
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,
"Tiền mặt, vàng bạc và đá quý","Tài sản > Tiền mặt, vàng bạc và đá quý","Tiền mặt, vàng bạc và đá quý",-,8.269.373,-,-,-,-,-,-,8.269.373,,8269373.0,,,,,,,8269373.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,339.173,11.770.688,-,-,-,-,-,12.109.861,,339173.0,11770688.0,,,,,,12109861.0
Tiền gửi tại và cho vaycác TCTD khác - gộp,Tài sản > Tiền gửi tại và cho vaycác TCTD khác - gộp,Tiền gửi tại và cho vaycác TCTD khác - gộp,-,-,12.664.042,291.155,146.787,-,48.931,-,13.150.915,,,12664042.0,291155.0,146787.0,,48931.0,,13150915.0
Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,-,24.465,-,-,-,-,-,-,24.465,,24465.0,,,,,,,24465.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,6.559.726,-,99.153.168,175.635.863,979.931,1.420.714,5.601.073,6.679.299,296.029.774,6559726.0,,99153168.0,175635863.0,979931.0,1420714.0,5601073.0,6679299.0,296029774.0
Hoạt động mua nợ - gộp,Tài sản > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,-,-,-,426.769,-,-,-,-,426.769,,,,426769.0,,,,,426769.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,33.873.629,900.258,1.550.548,952.124,4.478.942,35.290.030,3.491.677,80.537.208,,33873629.0,900258.0,1550548.0,952124.0,4478942.0,35290030.0,3491677.0,80537208.0
"Gộp vốn, đầu tư dài hạn - gộp","Tài sản > Gộp vốn, đầu tư dài hạn - gộp","Gộp vốn, đầu tư dài hạn - gộp",-,298.971,-,-,-,-,-,-,298.971,,298971.0,,,,,,,298971.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,8.289.968,-,-,-,-,-,-,8.289.968,,8289968.0,,,,,,,8289968.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,1.429.919,42.076.963,3.049,-,8.642,294,-,-,43.518.867,1429919.0,42076963.0,3049.0,,8642.0,294.0,,,43518867.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,7.989.645,93.172.542,124.491.205,177.904.335,2.087.484,5.899.950,40.940.034,10.170.976,462.656.171,7989645.0,93172542.0,124491205.0,177904335.0,2087484.0,5899950.0,40940034.0,10170976.0,462656171.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ NHNN Việt Nam,Nợ phải trả > Các khoản nợ NHNN Việt Nam,Các khoản nợ NHNN Việt Nam,-,-,5.281,236.258,-,-,-,-,241.539,,,5281.0,236258.0,,,,,241539.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,2.056.380,645.467,819.242,4.471,-,-,3.525.560,,,2056380.0,645467.0,819242.0,4471.0,,,3525560.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,767.786,168.017.524,82.479.427,66.901.018,60.091.185,22.555.735,31.705,400.844.380,,767786.0,168017524.0,82479427.0,66901018.0,60091185.0,22555735.0,31705.0,400844380.0
"Vốn tài trợ, ủy thác đầu tư, cho vaychịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vaychịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vaychịu rủi ro",-,-,-,-,-,83.606,-,-,83.606,,,,,,83606.0,,,83606.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,470,-,2.736.170,3.956.087,2.797.321,-,-,9.490.048,,470.0,,2736170.0,3956087.0,2797321.0,,,9490048.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,12.654.284,-,-,-,-,-,-,12.654.284,,12654284.0,,,,,,,12654284.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,13.422.540,170.079.185,86.097.322,71.676.347,62.976.583,22.555.735,31.705,426.839.417,,13422540.0,170079185.0,86097322.0,71676347.0,62976583.0,22555735.0,31705.0,426839417.0
