row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2019Đồng,Ngày 31 tháng 12năm 2018Đồng,numeric__Ngày 31 tháng 12năm 2019Đồng,numeric__Ngày 31 tháng 12năm 2018Đồng
Vàng SJC,Vàng SJC,Vàng SJC,4.230.000,3.622.000,4230000.0,3622000.0
Vàng SBJ,Vàng SBJ,Vàng SBJ,4.005.000,3.545.000,4005000.0,3545000.0
USD,USD,USD,23.170,23.191,23170.0,23191.0
EUR,EUR,EUR,25.993,26.559,25993.0,26559.0
GBP,GBP,GBP,30.227,29.356,30227.0,29356.0
CHF,CHF,CHF,23.957,23.387,23957.0,23387.0
JPY,JPY,JPY,"212,82","208,70",212.82,208.7
SGD,SGD,SGD,17.219,16.917,17219.0,16917.0
CAD,CAD,CAD,17.747,17.021,17747.0,17021.0
AUD,AUD,AUD,16.246,16.476,16246.0,16476.0
LAK,LAK,LAK,"2,54","2,64",2.54,2.64
THB,THB,THB,796,728,796.0,728.0
NZD,NZD,NZD,15.608,15.573,15608.0,15573.0
