row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Các giao dịch,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các thành viêncủa Ban lãnh đạoNgân hàng vàcác công ty con,Các thành viêncủa Ban lãnh đạoNgân hàng vàcác công ty con,Các thành viêncủa Ban lãnh đạoNgân hàng vàcác công ty con,Cho vayNhận tiền gửiChứng chỉ tiền gửiPhải thu khácPhải trả khác,25.091(121.957)(160)70(2.001),68.227(87.590)(160)88(1.148),,,
Các bên liên quandếng các thành viêncủa Ban lãnh đạoNgân hàng và cáccông ty con,Các bên liên quandếng các thành viêncủa Ban lãnh đạoNgân hàng và cáccông ty con,Các bên liên quandếng các thành viêncủa Ban lãnh đạoNgân hàng và cáccông ty con,Cho vayNhận tiền gửiChứng chỉ tiền gửiPhải thu khácPhải trả khác,27.484(160.809)(11.030)107(2.391),683.865(205.183)(11.030)2.490(2.337),,,
