row_label_raw,row_label_full,Tiền gửi tại Ngân hàng Nhà nước Việt Nam (a),Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
- Bằng VND,- Bằng VND,- Bằng VND,10.077.297,7.746.360,10077297.0,7746360.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,939.332,867.075,939332.0,867075.0
Tiền gửi tại Ngân hàng Trung ương Lào (b),Tiền gửi tại Ngân hàng Trung ương Lào (b),Tiền gửi tại Ngân hàng Trung ương Lào (b),339.172,386.745,339172.0,386745.0
Tiền gửi tại Ngân hàng Quốc gia Campuchia (c),Tiền gửi tại Ngân hàng Quốc gia Campuchia (c),Tiền gửi tại Ngân hàng Quốc gia Campuchia (c),754.060,611.322,754060.0,611322.0
,,,12.109.861,9.611.502,12109861.0,9611502.0
