row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,67.193.213,51.792.625,67193213.0,51792625.0
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,62.671.111,47.389.761,62671111.0,47389761.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,4.210.011,3.889.414,4210011.0,3889414.0
Tiền gửi tiết kiệm không kỳ hạn bằng VND,Tiền gửi tiết kiệm không kỳ hạn bằng VND,Tiền gửi tiết kiệm không kỳ hạn bằng VND,73.351,140.446,73351.0,140446.0
Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,238.740,373.004,238740.0,373004.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,332.573.736,296.641.686,332573736.0,296641686.0
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,32.967.274,24.857.527,32967274.0,24857527.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,4.953.535,3.761.775,4953535.0,3761775.0
Tiền gửi tiết kiệm có kỳ hạn bằng VND,Tiền gửi tiết kiệm có kỳ hạn bằng VND,Tiền gửi tiết kiệm có kỳ hạn bằng VND,289.164.420,260.898.488,289164420.0,260898488.0
Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,5.488.507,7.123.896,5488507.0,7123896.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,489.416,384.795,489416.0,384795.0
Tiền gửi ký quỹ bằng VND,Tiền gửi ký quỹ bằng VND,Tiền gửi ký quỹ bằng VND,445.761,320.147,445761.0,320147.0
Tiền gửi ký quỹ bằng ngoại tệ,Tiền gửi ký quỹ bằng ngoại tệ,Tiền gửi ký quỹ bằng ngoại tệ,43.655,64.648,43655.0,64648.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,309.645,239.425,309645.0,239425.0
Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng bằng VND,37.924,58.739,37924.0,58739.0
Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,271.721,180.686,271721.0,180686.0
Tiền gửi đảm bảo thanh toán khác,Tiền gửi đảm bảo thanh toán khác,Tiền gửi đảm bảo thanh toán khác,278.370,330.391,278370.0,330391.0
Tiền gửi đảm bảo thanh toán khác bằng VND,Tiền gửi đảm bảo thanh toán khác bằng VND,Tiền gửi đảm bảo thanh toán khác bằng VND,277.996,330.016,277996.0,330016.0
Tiền gửi đảm bảo thanh toán khác bằng ngoại tệ,Tiền gửi đảm bảo thanh toán khác bằng ngoại tệ,Tiền gửi đảm bảo thanh toán khác bằng ngoại tệ,374,375,374.0,375.0
,,,400.844.380,349.388.922,400844380.0,349388922.0
