row_label_raw,row_label_full,col_0,Thay đổi tỷ giá,Ảnh hưởng tăng/(giảm) lợi nhuận sau thuế hợp nhất Triệu đồng,numeric__Thay đổi tỷ giá,numeric__Ảnh hưởng tăng/(giảm) lợi nhuận sau thuế hợp nhất Triệu đồng
Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,,
EUR,Tại ngày 31 tháng 12 năm 2019 > EUR,EUR,"+2,00%",329,0.02,329.0
EUR,Tại ngày 31 tháng 12 năm 2019 > EUR,EUR,"-2,00%",(329),-0.02,-329.0
USD,Tại ngày 31 tháng 12 năm 2019 > USD,USD,"+2,00%",(2.594),0.02,-2594.0
USD,Tại ngày 31 tháng 12 năm 2019 > USD,USD,"-2,00%",2.594,-0.02,2594.0
SJC,Tại ngày 31 tháng 12 năm 2019 > SJC,SJC,"+5,00%",31.860,0.05,31860.0
SJC,Tại ngày 31 tháng 12 năm 2019 > SJC,SJC,"-5,00%",(31.860),-0.05,-31860.0
