row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcTriệu đồng",Máy mócthiết bịTriệu đồng,Phương tiệnvận chuyểnTriệu đồng,KhácTriệu đồng,Tổng cộngTriệu đồng,"numeric__Nhà cửa,vật kiến trúcTriệu đồng",numeric__Máy mócthiết bịTriệu đồng,numeric__Phương tiệnvận chuyểnTriệu đồng,numeric__KhácTriệu đồng,numeric__Tổng cộngTriệu đồng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,4.189.535,1.922.959,653.451,322.162,7.088.107,4189535.0,1922959.0,653451.0,322162.0,7088107.0
Tăng do mua mới trong năm,Nguyên giá > Tăng do mua mới trong năm,Tăng do mua mới trong năm,4.636,92.096,55.762,36.264,188.758,4636.0,92096.0,55762.0,36264.0,188758.0
Tăng do nâng cấp,Nguyên giá > Tăng do nâng cấp,Tăng do nâng cấp,725,6.644,-,-,7.369,725.0,6644.0,,,7369.0
Kết chuyển từ đầu tư xây dựng cơ bảnvà mua sắm tài sản cố định,Nguyên giá > Kết chuyển từ đầu tư xây dựng cơ bảnvà mua sắm tài sản cố định,Kết chuyển từ đầu tư xây dựng cơ bảnvà mua sắm tài sản cố định,88.891,260.538,23.817,9.273,382.519,88891.0,260538.0,23817.0,9273.0,382519.0
Thanh lý và nhượng bán,Nguyên giá > Thanh lý và nhượng bán,Thanh lý và nhượng bán,(111.774),(35.096),(37.346),(18.521),(202.737),-111774.0,-35096.0,-37346.0,-18521.0,-202737.0
Chênh lệch đánh giá lại tỷ giá,Nguyên giá > Chênh lệch đánh giá lại tỷ giá,Chênh lệch đánh giá lại tỷ giá,(12.153),(40),(386),(2.446),(15.025),-12153.0,-40.0,-386.0,-2446.0,-15025.0
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,4.159.860,2.247.101,695.298,346.732,7.448.991,4159860.0,2247101.0,695298.0,346732.0,7448991.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,,,,,
Số đầu năm,Giá trị khấu hao lũy kế > Số đầu năm,Số đầu năm,879.727,1.153.947,310.055,126.648,2.470.377,879727.0,1153947.0,310055.0,126648.0,2470377.0
Khấu hao trong năm,Giá trị khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,116.352,196.917,61.653,33.576,408.498,116352.0,196917.0,61653.0,33576.0,408498.0
Trích từ Quỹ Phát triển Khoa học vàCông nghệ,Giá trị khấu hao lũy kế > Trích từ Quỹ Phát triển Khoa học vàCông nghệ,Trích từ Quỹ Phát triển Khoa học vàCông nghệ,-,3.894,-,-,3.894,,3894.0,,,3894.0
Thanh lý và nhượng bán,Giá trị khấu hao lũy kế > Thanh lý và nhượng bán,Thanh lý và nhượng bán,(47.219),(33.927),(33.929),(10.182),(125.257),-47219.0,-33927.0,-33929.0,-10182.0,-125257.0
Chênh lệch đánh giá lại tỷ giá,Giá trị khấu hao lũy kế > Chênh lệch đánh giá lại tỷ giá,Chênh lệch đánh giá lại tỷ giá,(4.306),(39),(304),(1.259),(5.908),-4306.0,-39.0,-304.0,-1259.0,-5908.0
Số cuối năm,Giá trị khấu hao lũy kế > Số cuối năm,Số cuối năm,944.554,1.320.792,337.475,148.783,2.751.604,944554.0,1320792.0,337475.0,148783.0,2751604.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,3.309.808,769.012,343.396,195.514,4.617.730,3309808.0,769012.0,343396.0,195514.0,4617730.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,3.215.306,926.309,357.823,197.949,4.697.387,3215306.0,926309.0,357823.0,197949.0,4697387.0
