row_label_raw,row_label_full,col_0,Số cuối năm%/năm,Số đầu năm%/năm,numeric__Số cuối năm%/năm,numeric__Số đầu năm%/năm
Tiền gửi bằng KHR,Tiền gửi bằng KHR,Tiền gửi bằng KHR,"8,00","8,00",8.0,8.0
Tiền gửi bằng tiền tệ khác KHR,Tiền gửi bằng tiền tệ khác KHR,Tiền gửi bằng tiền tệ khác KHR,"12,50","12,50",12.5,12.5
