row_label_raw,row_label_full,Ông Phương Thành Long,Chủ tịch,numeric__Chủ tịch
Ông Phan Văn Tới,Ông Phan Văn Tới,Ông Phan Văn Tới,Phó Chủ tịch,
Ông Phương Hữu Việt,Ông Phương Hữu Việt,Ông Phương Hữu Việt,Thành viên,
Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Thành viên,
Ông Nguyễn Hồng Hải,Ông Nguyễn Hồng Hải,Ông Nguyễn Hồng Hải,Thành viên,
Ông Nguyễn Văn Trọng,Ông Nguyễn Văn Trọng,Ông Nguyễn Văn Trọng,Thành viên,
