row_label_raw,row_label_full,Ngoai tê,31/12/2022,31/12/2021,numeric__31/12/2022,numeric__31/12/2021
Ngoai tê,Ngoai tê,Ngoai tê,VND,VND,,
USD,Ngoai tê > USD,USD,23.573.00,23.025.00,2357300.0,2302500.0
EUR,Ngoai tê > EUR,EUR,25.231.00,27.400.00,2523100.0,2740000.0
JPY,Ngoai tê > JPY,JPY,179.58,208.31,17958.0,20831.0
AUD,Ngoai tê > AUD,AUD,16.049.00,17.296.00,1604900.0,1729600.0
SGD,Ngoai tê > SGD,SGD,17.586.00,17.133.00,1758600.0,1713300.0
GBP,Ngoai tê > GBP,GBP,28.496.00,31.890.00,2849600.0,3189000.0
CNY,Ngoai tê > CNY,CNY,3.404.00,3.560.00,340400.0,356000.0
CAD,Ngoai tê > CAD,CAD,17.376.00,18.567.00,1737600.0,1856700.0
HKD,Ngoai tê > HKD,HKD,3.015.00,2.965.00,301500.0,296500.0
CHF,Ngoai tê > CHF,CHF,25.465.00,24.995.00,2546500.0,2499500.0
DKK,Ngoai tê > DKK,DKK,3.390.00,3.684.00,339000.0,368400.0
KRW,Ngoai tê > KRW,KRW,18.75,20.45,1875.0,2045.0
THB,Ngoai tê > THB,THB,682.00,718.00,68200.0,71800.0
