row_label_raw,row_label_full,Các khoản đầu tư,31/12/2022,31/12/2022_1,31/12/2021,31/12/2021_1,numeric__31/12/2022,numeric__31/12/2022_1,numeric__31/12/2021,numeric__31/12/2021_1
Các khoản đầu tư,Các khoản đầu tư,Các khoản đầu tư,Giá gốc,Tỷ lệ nấm giữ,Giá gốc,Tỷ lệ nấm giữ,,,,
Các khoản đầu tư,Các khoản đầu tư,Các khoản đầu tư,VND,%,VND,%,,,,
- Quỹ Bảo lãnh cho các Doanh nghiệp vừa và nhỏ TP.HCM,Các khoản đầu tư > - Quỹ Bảo lãnh cho các Doanh nghiệp vừa và nhỏ TP.HCM,- Quỹ Bảo lãnh cho các Doanh nghiệp vừa và nhỏ TP.HCM,-,-,500.000.000,"0,22",,,500000000.0,0.22
- Công ty Cổ phần Thương mại quốc tế,Các khoản đầu tư > - Công ty Cổ phần Thương mại quốc tế,- Công ty Cổ phần Thương mại quốc tế,904.720.000,10.00,904.720.000,10.00,904720000.0,1000.0,904720000.0,1000.0
- Công ty Cổ phần Kim Hoàn Sài Gòn (SJC),Các khoản đầu tư > - Công ty Cổ phần Kim Hoàn Sài Gòn (SJC),- Công ty Cổ phần Kim Hoàn Sài Gòn (SJC),672.000.000,8.00,672.000.000,8.00,672000000.0,800.0,672000000.0,800.0
- Công ty Cổ phần Thanh toán Quốc gia Việt Nam (Napas),Các khoản đầu tư > - Công ty Cổ phần Thanh toán Quốc gia Việt Nam (Napas),- Công ty Cổ phần Thanh toán Quốc gia Việt Nam (Napas),2.000.000.000,"0,83",2.000.000.000,"0,83",2000000000.0,0.83,2000000000.0,0.83
- Công ty Cổ phần Nước khoáng Vĩnh Hảo,Các khoản đầu tư > - Công ty Cổ phần Nước khoáng Vĩnh Hảo,- Công ty Cổ phần Nước khoáng Vĩnh Hảo,15.565.380.000,4.20,15.565.380.000,4.23,15565380000.0,420.0,15565380000.0,423.0
- Công ty Cổ phần Kỹ thuật Công nghệ Sài Gòn (Techgel),Các khoản đầu tư > - Công ty Cổ phần Kỹ thuật Công nghệ Sài Gòn (Techgel),- Công ty Cổ phần Kỹ thuật Công nghệ Sài Gòn (Techgel),8.867.910.000,5.30,8.867.910.000,5.30,8867910000.0,530.0,8867910000.0,530.0
- Công ty Cổ phần Đầu tư Công nghiệp Hóa chất Lào Cai,Các khoản đầu tư > - Công ty Cổ phần Đầu tư Công nghiệp Hóa chất Lào Cai,- Công ty Cổ phần Đầu tư Công nghiệp Hóa chất Lào Cai,330.000.000,"0,11",330.000.000,"0,11",330000000.0,0.11,330000000.0,0.11
- Công ty Cổ phần Khoáng sản Yên Bái,Các khoản đầu tư > - Công ty Cổ phần Khoáng sản Yên Bái,- Công ty Cổ phần Khoáng sản Yên Bái,41.850.000.000,10.92,41.850.000.000,10.92,41850000000.0,1092.0,41850000000.0,1092.0
- Công ty Cổ phần Sài Gòn Đầu Tư Kỹ Thuật Xây dựng (ECI-Sài Gòn),Các khoản đầu tư > - Công ty Cổ phần Sài Gòn Đầu Tư Kỹ Thuật Xây dựng (ECI-Sài Gòn),- Công ty Cổ phần Sài Gòn Đầu Tư Kỹ Thuật Xây dựng (ECI-Sài Gòn),10.183.620.000,11.00,10.183.620.000,11.00,10183620000.0,1100.0,10183620000.0,1100.0
- Công ty Cổ phần Bảo Hiểm Hùng Vương,Các khoản đầu tư > - Công ty Cổ phần Bảo Hiểm Hùng Vương,- Công ty Cổ phần Bảo Hiểm Hùng Vương,54.600.000.000,11.00,33.000.000.000,11.00,54600000000.0,1100.0,33000000000.0,1100.0
,,,134.973.630.000,,113.873.630.000,,134973630000.0,,113873630000.0,
