row_label_raw,row_label_full,col_0,Miền Bắc,Miền Trung,Miền Nam,Loại trừ,Tổng cộng,numeric__Miền Bắc,numeric__Miền Trung,numeric__Miền Nam,numeric__Loại trừ,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
I. Doanh thu,I. Doanh thu,I. Doanh thu,25.248.735,2.519.938,6.754.342,(28.141.721),6.381.296,25248735.0,2519938.0,6754342.0,-28141721.0,6381296.0
1. Doanh thu lãi,1. Doanh thu lãi,1. Doanh thu lãi,24.676.426,2.487.999,6.590.499,(27.957.899),5.797.026,24676426.0,2487999.0,6590499.0,-27957899.0,5797026.0
2. Doanh thu từ hoạt động dịch vụ,2. Doanh thu từ hoạt động dịch vụ,2. Doanh thu từ hoạt động dịch vụ,42.440,4.493,58.734,-,105.667,42440.0,4493.0,58734.0,,105667.0
3. Doanh thu từ hoạt động kinh doanh khác,3. Doanh thu từ hoạt động kinh doanh khác,3. Doanh thu từ hoạt động kinh doanh khác,529.869,27.446,105.109,(183.822),478.603,529869.0,27446.0,105109.0,-183822.0,478603.0
II. Chi phí,II. Chi phí,II. Chi phí,(24.516.605),(2.347.814),(6.249.717),27.902.170,(5.211.965),-24516605.0,-2347814.0,-6249717.0,27902170.0,-5211965.0
1. Chi phí lãi,1. Chi phí lãi,1. Chi phí lãi,(23.986.660),(2.247.046),(6.031.662),27.957.879,(4.307.489),-23986660.0,-2247046.0,-6031662.0,27957879.0,-4307489.0
2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,(24.416),(2.592),(2.479),-,(29.486),-24416.0,-2592.0,-2479.0,,-29486.0
3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,(505.529),(98.176),(215.576),(55.709),(874.990),-505529.0,-98176.0,-215576.0,-55709.0,-874990.0
Kết quả kinh doanh trước chi phí dự phòng rủi ro tín dụng,Kết quả kinh doanh trước chi phí dự phòng rủi ro tín dụng,Kết quả kinh doanh trước chi phí dự phòng rủi ro tín dụng,732.130,172.124,504.625,(239.551),1.169.331,732130.0,172124.0,504625.0,-239551.0,1169331.0
(Chi phí)/Hoàn nhập dự phòng rủi ro tín dụng,(Chi phí)/Hoàn nhập dự phòng rủi ro tín dụng,(Chi phí)/Hoàn nhập dự phòng rủi ro tín dụng,(137.593),(5.204),(102.208),183.514,(61.493),-137593.0,-5204.0,-102208.0,183514.0,-61493.0
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,594.537,166.920,402.417,(56.037),1.107.838,594537.0,166920.0,402417.0,-56037.0,1107838.0
