row_label_raw,row_label_full,Ông Nguyễn Văn Trọng,Quyền Tổng Giám đốc,col_2,numeric__Quyền Tổng Giám đốc,numeric__col_2
Ông Phạm Linh,Ông Phạm Linh,Ông Phạm Linh,Phó Tổng Giám đốc,,,
Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Phó Tổng Giám đốc,,,
Ông Lê Minh Huấn,Ông Lê Minh Huấn,Ông Lê Minh Huấn,Phó Tổng Giám đốc,(Miễn nhiệm từ ngày 01 tháng 09 năm 2022),,
Ông Cù Anh Tuấn,Ông Cù Anh Tuấn,Ông Cù Anh Tuấn,Phó Tổng Giám đốc,,,
Ông Nguyễn Thành Công,Ông Nguyễn Thành Công,Ông Nguyễn Thành Công,Kế toán trưởng,,,
