row_label_raw,row_label_full,col_0,Số dư đầu năm,Số phát sinh trong năm > Số phải nộpVND,Số phát sinh trong năm > Số đã nộpVND,Số dư cuối năm,numeric__Số dư đầu năm,numeric__Số phát sinh trong năm > Số phải nộpVND,numeric__Số phát sinh trong năm > Số đã nộpVND,numeric__Số dư cuối năm
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,(4.888.100.775),11.882.443.258,(7.549.880.834),(555.538.351),-4888100775.0,11882443258.0,-7549880834.0,-555538351.0
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,51.246.286.876,219.512.559.832,(207.616.356.801),63.142.489.907,51246286876.0,219512559832.0,-207616356801.0,63142489907.0
3. Thuế TNCN,3. Thuế TNCN,3. Thuế TNCN,653.365.492,12.242.594.582,(11.979.387.813),916.572.261,653365492.0,12242594582.0,-11979387813.0,916572261.0
4. Thuế nhà thầu,4. Thuế nhà thầu,4. Thuế nhà thầu,17.978.896,921.681.334,(894.520.977),45.139.253,17978896.0,921681334.0,-894520977.0,45139253.0
,,,47.029.530.489,244.559.279.006,(228.040.146.425),63.548.663.070,47029530489.0,244559279006.0,-228040146425.0,63548663070.0
