row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,16.214.288.692.831,16.562.534.237.871,,300.0,,16214288692831.0,16562534237871.0
I.,I.,I.,Nợ ngắn hạn,310,,12.898.233.584.793,12.947.296.824.891,,310.0,,12898233584793.0,12947296824891.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,16,6.083.863.695.351,4.119.962.820.170,,311.0,16.0,6083863695351.0,4119962820170.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,1.964.903.000,4.030.531.563,,312.0,,1964903000.0,4030531563.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,17,6.072.505.547,107.454.955.739,,313.0,17.0,6072505547.0,107454955739.0
4.,4.,4.,Phải trả người lao động,314,,155.460.289.696,156.968.590.760,,314.0,,155460289696.0,156968590760.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,18,93.200.495.479,370.637.381.920,,315.0,18.0,93200495479.0,370637381920.0
6.,6.,6.,Phải trả ngắn hạn khác,319,19,2.317.622.173.121,1.935.929.547.943,,319.0,19.0,2317622173121.0,1935929547943.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,20,3.289.825.791.314,5.068.962.340.325,,320.0,20.0,3289825791314.0,5068962340325.0
8.,8.,8.,Dự phòng phải trả ngắn hạn,321,22,918.113.948.095,1.175.972.431.723,,321.0,22.0,918113948095.0,1175972431723.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,,32.109.783.190,7.378.224.748,,322.0,,32109783190.0,7378224748.0
II.,II.,II.,Nợ dài hạn,330,,3.316.055.108.038,3.615.237.412.980,,330.0,,3316055108038.0,3615237412980.0
1.,1.,1.,Phải trả dài hạn khác,337,,28.155.441,14.596.560,,337.0,,28155441.0,14596560.0
2.,2.,2.,Vay và nợ thuê tài chính dài hạn,338,20,1.967.146.058.250,2.704.125.468.978,,338.0,20.0,1967146058250.0,2704125468978.0
3.,3.,3.,Dự phòng phải trả dài hạn,342,22,1.231.061.652.544,790.061.652.540,,342.0,22.0,1231061652544.0,790061652540.0
4.,4.,4.,Quỹ phát triển khoa học và công nghệ,343,,117.819.241.803,121.035.694.902,,343.0,,117819241803.0,121035694902.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,27.060.159.688.825,27.140.728.731.937,,400.0,,27060159688825.0,27140728731937.0
I.,I.,I.,Vốn chủ sở hữu,410,23,27.060.159.688.825,27.140.728.731.937,,410.0,23.0,27060159688825.0,27140728731937.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,23.418.716.000.000,23.418.716.000.000,,411.0,,23418716000000.0,23418716000000.0
2.,2.,2.,Quỹ đầu tư phát triển,418,,2.056.973.397.198,676.299.796.297,,418.0,,2056973397198.0,676299796297.0
3.,3.,3.,Lợi nhuận sau thuế chưa phân phối,421,,1.584.470.291.627,3.045.712.935.640,,421.0,,1584470291627.0,3045712935640.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,-,786.197.342.075,,,,,786197342075.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,1.584.470.291.627,2.259.515.593.565,,,,1584470291627.0,2259515593565.0
,,,TỔNG CÔNG NGUỒN VỐN(440=300+400),440,,43.274.448.381.656,43.703.262.969.808,,440.0,,43274448381656.0,43703262969808.0
