row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,15.202.293.270.378,14.042.839.894.931,,100.0,,15202293270378.0,14042839894931.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,7.885.359.062.265,6.753.011.707.613,,110.0,4.0,7885359062265.0,6753011707613.0
1,1,1,Tiền,111,,107.359.062.265,808.011.707.613,,111.0,,107359062265.0,808011707613.0
2,2,2,Các khoản tương đương tiền,112,,7.778.000.000.000,5.945.000.000.000,,112.0,,7778000000000.0,5945000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,511.619.227.215,570.997.000.000,,120.0,5.0,511619227215.0,570997000000.0
1.,1.,1.,Đầu tư nắm giữ đến ngày đáo hạn,123,,511.619.227.215,570.997.000.000,,123.0,,511619227215.0,570997000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,3.329.451.419.368,5.322.938.139.738,,130.0,,3329451419368.0,5322938139738.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,2.931.007.472.167,5.767.189.232.407,,131.0,6.0,2931007472167.0,5767189232407.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,125.853.091.025,39.533.349.098,,132.0,7.0,125853091025.0,39533349098.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,346.792.188.076,295.609.429.199,,136.0,8.0,346792188076.0,295609429199.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(74.201.331.900),(779.393.870.966),,137.0,9.0,-74201331900.0,-779393870966.0
IV.,IV.,IV.,Hàng tồn kho,140,10,1.490.851.123.911,1.307.545.753.020,,140.0,10.0,1490851123911.0,1307545753020.0
1.,1.,1.,Hàng tồn kho,141,,1.490.851.123.911,1.313.355.757.618,,141.0,,1490851123911.0,1313355757618.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,,(5.810.004.598),,149.0,,,-5810004598.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,1.985.012.497.619,88.347.294.560,,150.0,,1985012497619.0,88347294560.0
1.,1.,1.,Chỉ phí trả trước ngắn hạn,151,11,1.603.318.210.637,30.138.302.263,,151.0,11.0,1603318210637.0,30138302263.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,246.661.319.903,58.208.992.297,,152.0,,246661319903.0,58208992297.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,17,135.032.907.079,,,153.0,17.0,135032907079.0,
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,28.072.155.111.278,29.660.423.074.877,,200.0,,28072155111278.0,29660423074877.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,260.303.000,460.303.000,,210.0,,260303000.0,460303000.0
1.,1.,1.,Phải thu dài hạn khác,216,8,260.303.000,460.303.000,,216.0,8.0,260303000.0,460303000.0
II.,II.,II.,Tài sản cố định,220,,21.137.269.667.319,22.684.402.850.451,,220.0,,21137269667319.0,22684402850451.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,21.125.398.859.945,22.668.100.470.571,,221.0,12.0,21125398859945.0,22668100470571.0
,,,- Nguyễn gió,222,,47.162.692.794.333,47.099.619.260.103,,222.0,,47162692794333.0,47099619260103.0
,,,- Giá trị hoo mòn lũy kế,223,,(26.037.293.934.388),(24.431.518.789.532),,223.0,,-26037293934388.0,-24431518789532.0
2.,2.,2.,Tài sản cố định vô hình,227,13,11.870.807.374,16.302.379.880,,227.0,13.0,11870807374.0,16302379880.0
,,,- Nguyễn gió,228,,58.619.439.483,57.342.943.119,,228.0,,58619439483.0,57342943119.0
,,,- Giá trị hoo mòn lũy kế,229,,(46.748.632.109),(41.040.563.239),,229.0,,-46748632109.0,-41040563239.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,370.014.720.362,229.880.232.312,,240.0,,370014720362.0,229880232312.0
1.,1.,1.,Chỉ phí xây dựng cơ bản dở dang,242,14,370.014.720.362,229.880.232.312,,242.0,14.0,370014720362.0,229880232312.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,5,5.694.394.270.170,5.897.841.730.534,,250.0,5.0,5694394270170.0,5897841730534.0
1.,1.,1.,Đầu tư vào công ty con,251,,4.994.478.439.397,5.183.727.710.097,,251.0,,4994478439397.0,5183727710097.0
2.,2.,2.,Đầu tư vào công ty liên kết,252,,335.182.801.000,335.182.801.000,,252.0,,335182801000.0,335182801000.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,397.393.456.500,399.172.256.500,,253.0,,397393456500.0,399172256500.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,(32.660.426.727),(20.241.037.063),,254.0,,-32660426727.0,-20241037063.0
V.,V.,V.,Tài sản dài hạn khác,260,,870.216.150.427,847.837.958.580,,260.0,,870216150427.0,847837958580.0
1.,1.,1.,Chỉ phí trả trước dài hạn,261,11,87.411.812.269,169.605.816.437,,261.0,11.0,87411812269.0,169605816437.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,,131.728.147.436,,262.0,,,131728147436.0
3.,3.,3.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,15,782.804.338.158,546.503.994.707,,263.0,15.0,782804338158.0,546503994707.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,43.274.448.381.656,43.703.262.969.808,,270.0,,43274448381656.0,43703262969808.0
