row_label_raw,row_label_full,Ông Lê Như Linh,Tổng Giám đốc,numeric__Tổng Giám đốc
Bà Nguyễn Thị Ngọc Bích,Bà Nguyễn Thị Ngọc Bích,Bà Nguyễn Thị Ngọc Bích,Phó Tổng Giám đốc,
Ông Nguyễn Duy Giang,Ông Nguyễn Duy Giang,Ông Nguyễn Duy Giang,Phó Tổng Giám đốc,
Ông Nguyễn Mạnh Tường,Ông Nguyễn Mạnh Tường,Ông Nguyễn Mạnh Tường,Phó Tổng Giám đốc,
Ông Nguyễn Minh Đạo,Ông Nguyễn Minh Đạo,Ông Nguyễn Minh Đạo,Phó Tổng Giám đốc,
Ông Nguyễn Kiến,Ông Nguyễn Kiến,Ông Nguyễn Kiến,Phó Tổng Giám đốc,
Ông Phan Ngọc Hiền,Ông Phan Ngọc Hiền,Ông Phan Ngọc Hiền,Phó Tổng Giám đốc,
Ông Phan Đại Thành,Ông Phan Đại Thành,Ông Phan Đại Thành,Phó Tổng Giám đốc (Không còn là thành viên Ban Tổng Giám đốc từ ngày 06 tháng 7 năm 2021),
