row_label_raw,row_label_full,Bank,As at30.6.2025VND,Borrowing purpose,Maturity date,Interest(% per annum),Collaterals,numeric__As at30.6.2025VND,numeric__Borrowing purpose,numeric__Maturity date,numeric__Interest(% per annum),numeric__Collaterals
Joint Stock Commercial Bank for Foreign Trade of Vietnam,Joint Stock Commercial Bank for Foreign Trade of Vietnam,Joint Stock Commercial Bank for Foreign Trade of Vietnam,"1,001,249,432,136",Supplement working capital,To 23 September 2025,3.3 - 4.0,Inventories (Note 8),,,,,
Vietnam Joint Stock Commercial Bank for Industry and Trade,Vietnam Joint Stock Commercial Bank for Industry and Trade,Vietnam Joint Stock Commercial Bank for Industry and Trade,"972,031,048,604",Supplement working capital,To 13 October 2025,3.5 - 4.1,Inventories (Note 8),,,,,
Asia Commercial Joint Stock Bank - Ho Chi Minh City Branch,Asia Commercial Joint Stock Bank - Ho Chi Minh City Branch,Asia Commercial Joint Stock Bank - Ho Chi Minh City Branch,"497,680,721,912",Supplement working capital,To 30 November 2025,4.0 - 4.1,Unsecured,,,,,
Shinhan Bank Vietnam Limited,Asia Commercial Joint Stock Bank - Ho Chi Minh City Branch > Shinhan Bank Vietnam Limited,Shinhan Bank Vietnam Limited,"179,599,043,492",Supplement working capital,To 9 September 2025,3.8,Unsecured,,,,38.0,
KEB Hana Bank - Ho Chi Minh City Branch,KEB Hana Bank - Ho Chi Minh City Branch,KEB Hana Bank - Ho Chi Minh City Branch,"156,000,000,000",Supplement working capital,To 11 October 2025,3.2 - 3.8,Unsecured,,,,,
Woori Bank Vietnam Limited - Bien Hoa Branch,KEB Hana Bank - Ho Chi Minh City Branch > Woori Bank Vietnam Limited - Bien Hoa Branch,Woori Bank Vietnam Limited - Bien Hoa Branch,"62,000,000,000",Supplement working capital,To 19 August 2025,3.9,Inventories (Note 8),,,,39.0,
Siam Commercial Bank - Ho Chi Minh City Branch,Siam Commercial Bank - Ho Chi Minh City Branch,Siam Commercial Bank - Ho Chi Minh City Branch,"55,000,000,000",Supplement working capital,To 11 September 2025,3.6 - 4.1,Unsecured,,,,,
,,,"2,923,560,246,144",,,,,,,,,
