row_label_raw,row_label_full,Số dư đầu kỳ/năm,Kỳ 6 thángkết thúc ngày30.6.2025VND > 107.328.711.157,Năm tài chínhkết thúc ngày31.12.2024VND > 89.703.738.657,numeric__Kỳ 6 thángkết thúc ngày30.6.2025VND > 107.328.711.157,numeric__Năm tài chínhkết thúc ngày31.12.2024VND > 89.703.738.657
Phát hành mới,Phát hành mới,Phát hành mới,334.745.199.517,711.352.320.760,334745199517.0,711352320760.0
Sử dụng,Sử dụng,Sử dụng,(340.307.071.517),(691.058.348.260),-340307071517.0,-691058348260.0
Hết hạn,Hết hạn,Hết hạn,(4.244.005.000),(2.669.000.000),-4244005000.0,-2669000000.0
Số dư cuối kỳ/năm,Số dư cuối kỳ/năm,Số dư cuối kỳ/năm,97.522.834.157,107.328.711.157,97522834157.0,107328711157.0
