row_label_raw,row_label_full,Công ty,"Nơi thành lập,đăng ký hoạtđộng",Hoạt độngchính,30.6.2025,30.6.2025_1,31.12.2024,31.12.2024_1,"numeric__Nơi thành lập,đăng ký hoạtđộng",numeric__Hoạt độngchính,numeric__30.6.2025,numeric__30.6.2025_1,numeric__31.12.2024,numeric__31.12.2024_1
Công ty,Công ty,Công ty,"Nơi thành lập,đăng ký hoạtđộng",Hoạt độngchính,Tỷ lệsở hữu%,Tỷ lệquyềnbiểuquyếtnấm giữ%,Tỷ lệsở hữu%,Tỷ lệquyềnbiểuquyếtnấm giữ%,,,,,,
Công ty TNHH MTVThời trang CAO,Công ty > Công ty TNHH MTVThời trang CAO,Công ty TNHH MTVThời trang CAO,Thành phốHồ Chí Minh,Kinh doanhtrang sức,100,100,100,100,,,100.0,100.0,100.0,100.0
Công ty TNHH MTVGiám định PNJ,Công ty > Công ty TNHH MTVGiám định PNJ,Công ty TNHH MTVGiám định PNJ,Thành phốHồ Chí Minh,"Tư vấn vàgiám địnhvàng, bạcvà đá quỹ",100,100,100,100,,,100.0,100.0,100.0,100.0
Công ty TNHH MTVChế tác và Kinhdoanh Trang sức PNJ,Công ty > Công ty TNHH MTVChế tác và Kinhdoanh Trang sức PNJ,Công ty TNHH MTVChế tác và Kinhdoanh Trang sức PNJ,Thành phốHồ Chí Minh,Chế tác vàkinh doanhtrang sức,100,100,100,100,,,100.0,100.0,100.0,100.0
