row_label_raw,row_label_full,col_0,Tại ngày1.1.2025VND,Số phải nộptrong kỳVND,Số đã thựcnộp/cấn trừtrong kỳVND,Tại ngày30.6.2025VND,numeric__Tại ngày1.1.2025VND,numeric__Số phải nộptrong kỳVND,numeric__Số đã thựcnộp/cấn trừtrong kỳVND,numeric__Tại ngày30.6.2025VND
Thuế GTGT,Thuế GTGT,Thuế GTGT,49.289.686.820,415.693.695.546,(412.435.105.185),52.548.277.181,49289686820.0,415693695546.0,-412435105185.0,52548277181.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,296.364.157.701,263.254.365.899,(378.034.232.540),181.584.291.060,296364157701.0,263254365899.0,-378034232540.0,181584291060.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,12.427.730.646,275.248.593.114,(231.964.409.244),55.711.914.516,12427730646.0,275248593114.0,-231964409244.0,55711914516.0
Khác,Khác,Khác,4.558.832.635,3.639.879.151,(3.139.879.151),5.058.832.635,4558832635.0,3639879151.0,-3139879151.0,5058832635.0
,,,362.640.407.802,957.836.533.710,(1.025.573.626.120),294.903.315.392,362640407802.0,957836533710.0,-1025573626120.0,294903315392.0
