row_label_raw,row_label_full,Code,Code_1,Note,For the six-month period ended,For the six-month period ended_1,numeric__Code_1,numeric__Note,numeric__For the six-month period ended,numeric__For the six-month period ended_1
Code,Code,Code,Code,Note,30.6.2025VND,30.6.2024VND,,,,
CASH FLOWS FROM OPERATING ACTIVITIES,CASH FLOWS FROM OPERATING ACTIVITIES,CASH FLOWS FROM OPERATING ACTIVITIES,CASH FLOWS FROM OPERATING ACTIVITIES,CASH FLOWS FROM OPERATING ACTIVITIES,CASH FLOWS FROM OPERATING ACTIVITIES,CASH FLOWS FROM OPERATING ACTIVITIES,,,,
01,01,01,Net accounting profit before tax,,"1,289,619,665,305","1,335,308,323,487",,,,
,,,Adjustments for:,,,,,,,
02,02,02,Depreciation and amortisation,,"25,967,009,952","26,310,526,178",,,,
03,03,03,(Reversal of provisions)/provisions,,"(6,282,184,246)","38,057,718,255",,,,
04,04,04,Unrealised foreign exchange gains,,"(469,901,381)","(297,490,832)",,,,
05,05,05,Profits from investing activities,,"(41,308,836,618)","(14,047,645,681)",,,,
06,06,06,Interest expense,,"54,019,737,147","15,667,290,453",,,,
08,08,08,Operating profit before changes in working capital,,"1,321,545,490,159","1,400,998,721,860",,,,
09,09,09,Decrease in receivables,,"209,015,082,622","31,709,404,584",,,,
10,10,10,(Increase)/decrease in inventories,,"(676,929,955,111)","852,407,179,994",,,,
11,11,11,Increase in payables,,"(278,685,067,127)","(49,893,975,968)",,,,
12,12,12,Decrease in prepaid expenses,,"73,566,104,277","56,005,436,932",,,,
13,13,13,Increase in trading securities,,"(98,921,673,893)",,,,,
14,14,14,Interest paid,,"(54,565,040,812)","(17,565,120,761)",,,,
15,15,15,CIT paid,,"(378,034,232,540)","(332,514,644,137)",,,,
17,17,17,Other payments on operating activities,,"(13,822,032,067)","(17,610,956,925)",,,,
20,20,20,Net cash inflows from operating activities,,"103,168,675,508","1,923,536,045,579",,,,
CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,,,,
21,21,21,Purchases of fixed assets other long-term assets,,"(31,477,886,344)","(9,166,527,273)",,,,
22,22,22,Proceeds from disposals of fixed assets,,,"51,339,782",,,,
23,23,23,Term deposits placed at banks,,"(1,550,000,000,000)",,,,,
24,24,24,Collection term deposits placed at banks,,"1,370,000,000,000","860,000,000,000",,,,
25,25,25,Investments in other entities,,"(62,950,000,000)",,,,,
27,27,27,Interest received,,"30,698,311,245","14,158,432,536",,,,
30,30,30,Net cash (outflows)/inflows from investing activities,,"(243,729,575,099)","865,043,245,045",,,,
CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,,,,
31,31,31,Proceeds from issuance of shares,,,"386,000,000",,,,
33,33,33,Proceeds from borrowings,,"4,061,778,595,557","2,168,144,848,035",,,,
34,34,34,Repayments of borrowings,,"(4,317,985,329,823)","(4,222,054,696,651)",,,,
36,36,36,Dividends paid,,"(202,112,808,240)","(200,097,303,060)",,,,
40,40,40,Net cash outflows from financing activities,,"(458,319,542,506)","(2,253,621,151,676)",,,,
50,50,50,Net (decrease)/increase in cash and cash equivalents,,"(598,880,442,097)","534,958,138,948",,,,
60,50 > 60,60,Cash and cash equivalents at beginning of period,3,"876,386,642,542","849,647,857,093",,3.0,,
61,61,61,Effect of foreign exchange differences,,,,,,,
70,61 > 70,70,Cash and cash equivalents at end of period,3,"277,506,200,445","1,384,605,996,041",,3.0,,
