row_label_raw,row_label_full,Mrs. Cao Thi Ngoc Dung,Chairwoman,numeric__Chairwoman
Mr. Le Tri Thong,Mr. Le Tri Thong,Mr. Le Tri Thong,Vice Chairman,
Mrs. Tran Phuong Ngoc Thao,Mrs. Tran Phuong Ngoc Thao,Mrs. Tran Phuong Ngoc Thao,Vice Chairwoman,
Mrs. Dang Thi Lai,Mrs. Dang Thi Lai,Mrs. Dang Thi Lai,Member,
Mr. Dang Hai Anh,Mr. Dang Hai Anh,Mr. Dang Hai Anh,Member,
Mr. Dao Trung Kien,Mr. Dao Trung Kien,Mr. Dao Trung Kien,Member,
Mr. Nguyen Tuan Hai,Mr. Nguyen Tuan Hai,Mr. Nguyen Tuan Hai,Independent Member,
Mr. Le Quang Phuc,Mr. Le Quang Phuc,Mr. Le Quang Phuc,Independent Member,
Mrs. Tieu Yen Trinh,Mrs. Tieu Yen Trinh,Mrs. Tieu Yen Trinh,Independent Member,
