row_label_raw,row_label_full,col_0,Land use rights (*) VND,Software VND,Total VND,numeric__Land use rights (*) VND,numeric__Software VND,numeric__Total VND
Historical cost,Historical cost,Historical cost,Historical cost,Historical cost,Historical cost,,,
As at 1 January 2025 and as at 30 June 2025,As at 1 January 2025 and as at 30 June 2025,As at 1 January 2025 and as at 30 June 2025,"557,818,230,168","148,345,324,976","706,163,555,144",,,
Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,,,
As at 1 January 2025,As at 1 January 2025,As at 1 January 2025,-,"97,915,279,356","97,915,279,356",,,
Charge for the period,Charge for the period,Charge for the period,-,"8,421,110,915","8,421,110,915",,,
As at 30 June 2025,As at 30 June 2025,As at 30 June 2025,-,"106,336,390,271","106,336,390,271",,,
Net book value,Net book value,Net book value,Net book value,Net book value,Net book value,,,
As at 1 January 2025,As at 1 January 2025,As at 1 January 2025,"557,818,230,168","50,430,045,620","608,248,275,788",,,
As at 30 June 2025,As at 30 June 2025,As at 30 June 2025,"557,818,230,168","42,008,934,705","599,827,164,873",,,
