row_label_raw,row_label_full,TSCD,TSCD_1,TSCD_2,TSCD_3,TSCD_4,TSCD_5,numeric__TSCD_1,numeric__TSCD_2,numeric__TSCD_3,numeric__TSCD_4,numeric__TSCD_5
,,,"Nhà cửa,vật kiến trúcVND",Máy mócthiết bịVND,Phương tiệnvận tảiVND,Thiết bịquản lýVND,Tổng cộngVND,,,,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Tại ngày 1 tháng 1 năm 2025,Nguyên giá > Tại ngày 1 tháng 1 năm 2025,Tại ngày 1 tháng 1 năm 2025,156.188.496.249,90.098.018.646,52.152.239.398,117.071.502.297,415.510.256.590,156188496249.0,90098018646.0,52152239398.0,117071502297.0,415510256590.0
Mua trong kỳ,Nguyên giá > Mua trong kỳ,Mua trong kỳ,88.434.000,1.477.258.981,1.654.040.000,2.747.253.363,5.966.986.344,88434000.0,1477258981.0,1654040000.0,2747253363.0,5966986344.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(34.100.706),(555.607.608),-,(1.785.828.277),(2.375.536.591),-34100706.0,-555607608.0,,-1785828277.0,-2375536591.0
Tại ngày 30 tháng 6 năm 2025,Nguyên giá > Tại ngày 30 tháng 6 năm 2025,Tại ngày 30 tháng 6 năm 2025,156.242.829.543,91.019.670.019,53.806.279.398,118.032.927.383,419.101.706.343,156242829543.0,91019670019.0,53806279398.0,118032927383.0,419101706343.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,,,
Tại ngày 1 tháng 1 năm 2025,Khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2025,Tại ngày 1 tháng 1 năm 2025,82.984.584.195,64.454.926.816,30.794.378.850,88.031.706.064,266.265.595.925,82984584195.0,64454926816.0,30794378850.0,88031706064.0,266265595925.0
Khấu hao trong kỳ,Khấu hao lũy kế > Khấu hao trong kỳ,Khấu hao trong kỳ,3.998.561.031,5.774.738.318,2.206.401.102,5.566.198.586,17.545.899.037,3998561031.0,5774738318.0,2206401102.0,5566198586.0,17545899037.0
"Thanh lý, nhượng bán","Khấu hao lũy kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(27.470.014),(555.607.608),-,(1.776.874.754),(2.359.952.376),-27470014.0,-555607608.0,,-1776874754.0,-2359952376.0
Tại ngày 30 tháng 6 năm 2025,Khấu hao lũy kế > Tại ngày 30 tháng 6 năm 2025,Tại ngày 30 tháng 6 năm 2025,86.955.675.212,69.674.057.526,33.000.779.952,91.821.029.896,281.451.542.586,86955675212.0,69674057526.0,33000779952.0,91821029896.0,281451542586.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Tại ngày 1 tháng 1 năm 2025,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2025,Tại ngày 1 tháng 1 năm 2025,73.203.912.054,25.643.091.830,21.357.860.548,29.039.796.233,149.244.660.665,73203912054.0,25643091830.0,21357860548.0,29039796233.0,149244660665.0
Tại ngày 30 tháng 6 năm 2025,Giá trị còn lại > Tại ngày 30 tháng 6 năm 2025,Tại ngày 30 tháng 6 năm 2025,69.287.154.331,21.345.612.493,20.805.499.446,26.211.897.487,137.650.163.757,69287154331.0,21345612493.0,20805499446.0,26211897487.0,137650163757.0
