row_label_raw,row_label_full,Tại ngày1.1.2025VND,TăngVND,GiảmVND,Tại ngày30.6.2025VND,numeric__TăngVND,numeric__GiảmVND,numeric__Tại ngày30.6.2025VND
750.000.000.000,750.000.000.000,750.000.000.000,1.276.565.235.889,(1.025.315.803.753),1.001.249.432.136,1276565235889.0,-1025315803753.0,1001249432136.0
854.000.000.000,854.000.000.000,854.000.000.000,1.042.031.048.604,(924.000.000.000),972.031.048.604,1042031048604.0,-924000000000.0,972031048604.0
402.000.000.000,402.000.000.000,402.000.000.000,726.680.721.912,(631.000.000.000),497.680.721.912,726680721912.0,-631000000000.0,497680721912.0
149.266.980.410,149.266.980.410,149.266.980.410,373.501.589.152,(343.169.526.070),179.599.043.492,373501589152.0,-343169526070.0,179599043492.0
159.000.000.000,159.000.000.000,159.000.000.000,156.000.000.000,(159.000.000.000),156.000.000.000,156000000000.0,-159000000000.0,156000000000.0
115.500.000.000,115.500.000.000,115.500.000.000,55.000.000.000,(115.500.000.000),55.000.000.000,55000000000.0,-115500000000.0,55000000000.0
-,-,-,62.000.000.000,-,62.000.000.000,62000000000.0,,62000000000.0
630.000.000.000,630.000.000.000,630.000.000.000,370.000.000.000,(1.000.000.000.000),-,370000000000.0,-1000000000000.0,
120.000.000.000,120.000.000.000,120.000.000.000,-,(120.000.000.000),-,,-120000000000.0,
3.179.766.980.410,3.179.766.980.410,3.179.766.980.410,4.061.778.595.557,(4.317.985.329.823),2.923.560.246.144,4061778595557.0,-4317985329823.0,2923560246144.0
