row_label_raw,row_label_full,col_0,Kỳ 6 tháng kết thúc ngày,Kỳ 6 tháng kết thúc ngày_1,numeric__Kỳ 6 tháng kết thúc ngày,numeric__Kỳ 6 tháng kết thúc ngày_1
,,,30.6.2025VND,30.6.2024VND,,
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,54.019.737.147,15.667.290.453,54019737147.0,15667290453.0
Lỗ chênh lệch tỷ giá hối đoái đã thực hiện,Lỗ chênh lệch tỷ giá hối đoái đã thực hiện,Lỗ chênh lệch tỷ giá hối đoái đã thực hiện,9.477.679.986,7.962.044.135,9477679986.0,7962044135.0
Khác,Khác,Khác,10.920.229.088,8.901.430.037,10920229088.0,8901430037.0
,,,74.417.646.221,32.530.764.625,74417646221.0,32530764625.0
