row_label_raw,row_label_full,col_0,30.6.2025,31.12.2024,numeric__30.6.2025,numeric__31.12.2024
Số lượng cổ phiếu đăng ký,Số lượng cổ phiếu đăng ký,Số lượng cổ phiếu đăng ký,338.074.776,338.074.776,338074776.0,338074776.0
Số lượng cổ phiếu đã phát hành,Số lượng cổ phiếu đã phát hành,Số lượng cổ phiếu đã phát hành,338.074.776,338.074.776,338074776.0,338074776.0
Số lượng cổ phiếu đã mua lại,Số lượng cổ phiếu đã mua lại,Số lượng cổ phiếu đã mua lại,(169.559),(169.559),-169559.0,-169559.0
Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,337.905.217,337.905.217,337905217.0,337905217.0
