row_label_raw,row_label_full,col_0,For the six-month period ended,For the six-month period ended_1,numeric__For the six-month period ended,numeric__For the six-month period ended_1
,,,30.6.2025VND,30.6.2024VND,,
Staff costs,Staff costs,Staff costs,"1,063,761,053,154","1,029,637,143,351",,
Rental fee,Rental fee,Rental fee,"218,309,392,567","203,650,026,060",,
Advertising and marketing,Advertising and marketing,Advertising and marketing,"181,703,758,542","153,829,905,009",,
External services expenses,External services expenses,External services expenses,"169,826,347,687","155,692,067,532",,
Tools and supplies,Tools and supplies,Tools and supplies,"93,303,214,937","94,222,357,874",,
Depreciation,Depreciation,Depreciation,"10,732,875,210","10,136,351,211",,
Others,Others,Others,"52,369,811,234","42,318,176,165",,
,,,"1,790,006,453,331","1,689,486,027,202",,
