row_label_raw,row_label_full,col_0,30.6.2025,30.6.2025_1,31.12.2024,31.12.2024_1,numeric__30.6.2025,numeric__30.6.2025_1,numeric__31.12.2024,numeric__31.12.2024_1
,,,Book value VND,Provision VND,Book value VND,Provision VND,,,,
Interest receivable from bank deposits,Interest receivable from bank deposits,Interest receivable from bank deposits,"30,380,863,183",-,"19,754,753,595",-,,,,
Advances to employees,Advances to employees,Advances to employees,"12,621,039,597",-,"3,121,381,296",-,,,,
Others,Others,Others,"36,431,626,855","(27,711,810,954)","35,653,885,488","(27,711,810,954)",,,,
Related parties (Note 34(b)),Related parties (Note 34(b)),Related parties (Note 34(b)),"28,677,957,836",-,"22,682,784,012",-,,,,
,,,"108,111,487,471","(27,711,810,954)","81,212,804,391","(27,711,810,954)",,,,
