row_label_raw,row_label_full,Code,ASSETS (continued),Note,As at,As at_1,numeric__ASSETS (continued),numeric__Note,numeric__As at,numeric__As at_1
Code,Code,Code,ASSETS (continued),Note,30.6.2025VND,31.12.2024VND,,,,
200,200,200,NON-CURRENT ASSETS,,"1,979,902,390,527","1,975,395,225,192",,,,
210,210,210,Long-term receivables,,"111,897,653,588","109,733,749,391",,,,
216,216,216,Other long-term receivables,6(b),"111,897,653,588","109,733,749,391",,,,
220,220,220,Fixed assets,,"737,477,328,630","757,492,936,453",,,,
221,221,221,Tangible fixed assets,10(a),"137,650,163,757","149,244,660,665",,,,
222,222,222,Historical cost,,"419,101,706,343","415,510,256,590",,,,
223,223,223,Accumulated depreciation,,"(281,451,542,586)","(266,265,595,925)",,,,
227,227,227,Intangible fixed assets,10(b),"599,827,164,873","608,248,275,788",,,,
228,228,228,Historical cost,,"706,163,555,144","706,163,555,144",,,,
229,229,229,Accumulated amortisation,,"(106,336,390,271)","(97,915,279,356)",,,,
240,240,240,Long-term asset in progress,,"54,787,059,250","29,276,159,250",,,,
242,242,242,Construction in progress,,"54,787,059,250","29,276,159,250",,,,
250,250,250,Long-term investments,11(c),"697,582,000,000","634,632,000,000",,,,
251,251,251,Investments in subsidiaries,,"721,000,000,000","660,000,000,000",,,,
253,253,253,Investments in other entities,,"401,201,613,400","399,251,613,400",,,,
254,254,254,Provision for long-term investments,,"(424,619,613,400)","(424,619,613,400)",,,,
260,260,260,Other long-term assets,,"378,158,349,059","444,260,380,098",,,,
261,261,261,Long-term prepaid expenses,9(b),"179,768,924,221","249,467,949,459",,,,
262,261 > 262,262,Deferred income tax assets,21,"198,389,424,838","194,792,430,639",,21.0,,
270,270,270,TOTAL ASSETS,,"16,383,802,266,010","16,220,461,685,792",,,,
