row_label_raw,row_label_full,Công ty Tài chính TNHH MTV Home Credit Việt Nam > Ngân hàng TMCP Việt Nam Thịnh Vượng,Số cuối năm > 199.794.423.211 > 26.813.575.632,VND Số đầu năm > 76.446.683.743 > 5.377.060.346,numeric__Số cuối năm > 199.794.423.211 > 26.813.575.632,numeric__VND Số đầu năm > 76.446.683.743 > 5.377.060.346
Khác,Khác,Khác,81.866.345.084,96.237.621.162,81866345084.0,96237621162.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,308.474.343.927,178.061.365.251,308474343927.0,178061365251.0
