row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,689.692.367.896,6.056.355.373.558,,,689692367896.0,6056355373558.0
02,02,02,Khấu hao và hao mòn tài sản cố định (bao gồm phân bổ lợi thế thương mại),"13, 14, 16",3.351.314.267.883,3.540.324.726.294,,,3351314267883.0,3540324726294.0
03,03,03,Hoàn nhập các khoản dự phòng,,(165.930.068.132),(321.799.366.884),,,-165930068132.0,-321799366884.0
04,04,04,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,83.631.272.202,284.374.414,,,83631272202.0,284374414.0
05,05,05,Lãi từ hoạt động đầu tư,,(1.509.203.341.265),(348.599.792.355),,,-1509203341265.0,-348599792355.0
06,06,06,Chi phí lãi vay,25,1.447.718.354.797,1.362.143.909.103,,25.0,1447718354797.0,1362143909103.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,3.897.222.853.381,10.288.709.224.130,,,3897222853381.0,10288709224130.0
09,09,09,Giảm (tăng) các khoản phải thu,,672.440.536.688,(588.827.639.446),,,672440536688.0,-588827639446.0
10,10,10,Giảm hàng tồn kho,,4.169.031.757.473,3.791.937.421.033,,,4169031757473.0,3791937421033.0
11,11,11,Giảm các khoản phải trả,,(3.136.706.601.092),(2.286.756.979.213),,,-3136706601092.0,-2286756979213.0
12,12,12,Giảm (tăng) chi phí trả trước,,130.000.103.455,(101.041.271.147),,,130000103455.0,-101041271147.0
14,14,14,Tiền lãi vay đã trả,,(1.435.731.870.616),(1.322.381.109.404),,,-1435731870616.0,-1322381109404.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,19,(860.429.603.219),(1.805.340.844.308),,19.0,-860429603219.0,-1805340844308.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,3.435.827.176.070,7.976.298.801.645,,,3435827176070.0,7976298801645.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chỉ để mua sắm, xây dựng tài sản cố định (""TSCĐ"") và các tài sản dài hạn khác",,(523.383.330.794),(4.465.359.523.505),,,-523383330794.0,-4465359523505.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ",,31.276.790.650,5.331.159.526,,,31276790650.0,5331159526.0
23,23,23,Tiền chỉ cho vay và tiền gửi ngân hàng có kỳ hạn,,(34.151.374.180.637),(20.799.334.065.331),,,-34151374180637.0,-20799334065331.0
24,24,24,Thu hồi tiền gửi ngân hàng có kỳ hạn,,22.805.115.462.454,25.851.966.071.069,,,22805115462454.0,25851966071069.0
25,25,25,Tiền chỉ đầu tư góp vốn vào đơn vị khác,,(105.597.412.729),(181.034.840.000),,,-105597412729.0,-181034840000.0
27,27,27,"Tiền thu lãi từ tiền gửi, cho vay",,1.114.378.023.007,1.137.542.621.557,,,1114378023007.0,1137542621557.0
28,28,28,Tiền chỉ lợi ích cổ đông không kiểm soát,,(1.710.048.893),-,,,-1710048893.0,
30,30,30,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động đầu tư,,(10.831.294.696.942),1.549.111.423.316,,,-10831294696942.0,1549111423316.0
