row_label_raw,row_label_full,col_0,Số cổ phiếu,Số cổ phiếu_1,numeric__Số cổ phiếu,numeric__Số cổ phiếu_1
,,,Số cuối năm,Số đầu năm,,
Cổ phiếu được phép phát hành,Cổ phiếu được phép phát hành,Cổ phiếu được phép phát hành,1.463.376.716,1.463.879.280,1463376716.0,1463879280.0
Cổ phiếu đã phát hành và được góp vốn đầy đủ Cổ phiếu phổ thông,Cổ phiếu đã phát hành và được góp vốn đầy đủ Cổ phiếu phổ thông,Cổ phiếu đã phát hành và được góp vốn đầy đủ Cổ phiếu phổ thông,1.463.376.716,1.463.879.280,1463376716.0,1463879280.0
Cổ phiếu quỹ Cổ phiếu phổ thông,Cổ phiếu quỹ Cổ phiếu phổ thông,Cổ phiếu quỹ Cổ phiếu phổ thông,(978.328),(502.564),-978328.0,-502564.0
Cổ phiếu đang lưu hành Cổ phiếu phổ thông,Cổ phiếu đang lưu hành Cổ phiếu phổ thông,Cổ phiếu đang lưu hành Cổ phiếu phổ thông,1.462.398.388,1.463.376.716,1462398388.0,1463376716.0
