row_label_raw,row_label_full,col_0,Quyềnsử dụng đất,Phần mềmmáy tính,Thương hiệu,VNDTổng cộng,numeric__Quyềnsử dụng đất,numeric__Phần mềmmáy tính,numeric__Thương hiệu,numeric__VNDTổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số đầu năm vàsố cuối năm,Nguyên giá > Số đầu năm vàsố cuối năm,Số đầu năm vàsố cuối năm,25.998.878.500,10.772.197.700,53.526.696.627,90.297.772.827,25998878500.0,10772197700.0,53526696627.0,90297772827.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,
Số đầu nămHao mòntrong năm,Giá trị hao mòn lũy kế > Số đầu nămHao mòntrong năm,Số đầu nămHao mòntrong năm,-,(10.772.197.700),(5.352.669.663),(16.124.867.363),,-10772197700.0,-5352669663.0,-16124867363.0
Số đầu nămHao mòntrong năm,Giá trị hao mòn lũy kế > Số đầu nămHao mòntrong năm,Số đầu nămHao mòntrong năm,-,-,(5.352.669.663),(5.352.669.663),,,-5352669663.0,-5352669663.0
Số cuối năm,Giá trị hao mòn lũy kế > Số cuối năm,Số cuối năm,-,(10.772.197.700),(10.705.339.326),(21.477.537.026),,-10772197700.0,-10705339326.0,-21477537026.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,25.998.878.500,-,48.174.026.964,74.172.905.464,25998878500.0,,48174026964.0,74172905464.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,25.998.878.500,-,42.821.357.301,68.820.235.801,25998878500.0,,42821357301.0,68820235801.0
