row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,689.692.367.896,6.056.355.373.558,689692367896.0,6056355373558.0
Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,137.938.473.579,1.211.271.074.712,137938473579.0,1211271074712.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Lỗ từ các công ty con,Các khoản điều chỉnh: > Lỗ từ các công ty con,Lỗ từ các công ty con,397.052.188.165,715.458.143.561,397052188165.0,715458143561.0
"Chi phí không hợp lý, hợp lệ","Các khoản điều chỉnh: > Chi phí không hợp lý, hợp lệ","Chi phí không hợp lý, hợp lệ",13.894.836.232,25.128.597.781,13894836232.0,25128597781.0
Phân bổ lợi thế thương mại,Các khoản điều chỉnh: > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,12.278.374.424,12.278.374.424,12278374424.0,12278374424.0
Điều chỉnh chi phí thuế TNDN tríchthiếu (thừa) trong những năm trước,Các khoản điều chỉnh: > Điều chỉnh chi phí thuế TNDN tríchthiếu (thừa) trong những năm trước,Điều chỉnh chi phí thuế TNDN tríchthiếu (thừa) trong những năm trước,1.966.289.096,(1.599.483.790),1966289096.0,-1599483790.0
Lỗ thuế chuyển sang từ năm trước,Các khoản điều chỉnh: > Lỗ thuế chuyển sang từ năm trước,Lỗ thuế chuyển sang từ năm trước,-,(2.045.317.452),,-2045317452.0
Thuế TNDN được miễn giảm,Các khoản điều chỉnh: > Thuế TNDN được miễn giảm,Thuế TNDN được miễn giảm,(11.637.085.409),(5.850.440.617),-11637085409.0,-5850440617.0
Hoàn nhập dự phòng khoản đầu tư vàocông ty con,Các khoản điều chỉnh: > Hoàn nhập dự phòng khoản đầu tư vàocông ty con,Hoàn nhập dự phòng khoản đầu tư vàocông ty con,(29.629.863.130),-,-29629863130.0,
Chi phí thuế TNDN ước tính,Các khoản điều chỉnh: > Chi phí thuế TNDN ước tính,Chi phí thuế TNDN ước tính,521.863.212.957,1.954.640.948.619,521863212957.0,1954640948619.0
