row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,481.240.961.302,565.060.213.333,481240961302.0,565060213333.0
Chi phí thuê cửa hàng,Chi phí thuê cửa hàng,Chi phí thuê cửa hàng,372.661.356.819,434.203.772.287,372661356819.0,434203772287.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",88.661.307.709,93.070.000.139,88661307709.0,93070000139.0
Chi phí thiết kế cửa hàng,Chi phí thiết kế cửa hàng,Chi phí thiết kế cửa hàng,973.028.523,19.212.651.150,973028523.0,19212651150.0
Khác,Khác,Khác,18.945.268.251,18.573.789.757,18945268251.0,18573789757.0
Dài hạn,Dài hạn,Dài hạn,105.411.103.799,175.104.437.161,105411103799.0,175104437161.0
Chi phí thu xếp khoản vay,Chi phí thu xếp khoản vay,Chi phí thu xếp khoản vay,35.668.315.920,57.069.305.458,35668315920.0,57069305458.0
Chi phí thuê cửa hàng,Chi phí thuê cửa hàng,Chi phí thuê cửa hàng,25.435.825.253,19.553.457.914,25435825253.0,19553457914.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",24.251.943.425,71.735.467.933,24251943425.0,71735467933.0
Chi phí thiết kế cửa hàng,Chi phí thiết kế cửa hàng,Chi phí thiết kế cửa hàng,19.790.796.692,23.238.378.167,19790796692.0,23238378167.0
Khác,Khác,Khác,264.222.509,3.507.827.689,264222509.0,3507827689.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,586.652.065.101,740.164.650.494,586652065101.0,740164650494.0
