row_label_raw,row_label_full,Khoản mục,01/01/2025,Tăng trong năm,Giảm trong năm,31/12/2025,numeric__01/01/2025,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__31/12/2025
Bất động sản đầu tư cho thuê,Bất động sản đầu tư cho thuê,Bất động sản đầu tư cho thuê,Bất động sản đầu tư cho thuê,Bất động sản đầu tư cho thuê,Bất động sản đầu tư cho thuê,Bất động sản đầu tư cho thuê,,,,
Nguyên giá,Bất động sản đầu tư cho thuê > Nguyên giá,Nguyên giá,36.155.810.460,-,-,36.155.810.460,36155810460.0,,,36155810460.0
- Nhà,Bất động sản đầu tư cho thuê > - Nhà,- Nhà,36.155.810.460,-,-,36.155.810.460,36155810460.0,,,36155810460.0
Giá trị hao mòn lũy kế,Bất động sản đầu tư cho thuê > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,14.977.097.907,1.205.193.684,-,16.182.291.591,14977097907.0,1205193684.0,,16182291591.0
- Nhà,Bất động sản đầu tư cho thuê > - Nhà,- Nhà,14.977.097.907,1.205.193.684,-,16.182.291.591,14977097907.0,1205193684.0,,16182291591.0
Giá trị còn lại,Bất động sản đầu tư cho thuê > Giá trị còn lại,Giá trị còn lại,21.178.712.553,(1.205.193.684),-,19.973.518.869,21178712553.0,-1205193684.0,,19973518869.0
- Nhà,Bất động sản đầu tư cho thuê > - Nhà,- Nhà,21.178.712.553,(1.205.193.684),-,19.973.518.869,21178712553.0,-1205193684.0,,19973518869.0
