row_label_raw,row_label_full,col_0,NGUỒN VỐN,MS,TM,31/12/2025VND,01/01/2025VND,numeric__NGUỒN VỐN,numeric__MS,numeric__TM,numeric__31/12/2025VND,numeric__01/01/2025VND
C-,C-,C-,NỘ PHẢI TRẢ (300=310+330),300,,2.550.086.979.784,2.773.612.325.843,,300.0,,2550086979784.0,2773612325843.0
I.,I.,I.,Nợ ngắn hạn,310,,687.748.652.015,723.732.909.020,,310.0,,687748652015.0,723732909020.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,5.17,31.110.864.565,28.583.088.332,,311.0,517.0,31110864565.0,28583088332.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,5.18,16.535.347.128,15.629.071.900,,312.0,518.0,16535347128.0,15629071900.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,5.19,234.912.013.405,229.203.463.779,,313.0,519.0,234912013405.0,229203463779.0
4.,4.,4.,Phải trả người lao động,314,,14.928.569.595,11.867.951.136,,314.0,,14928569595.0,11867951136.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,5.20,16.346.310.049,13.117.056.461,,315.0,520.0,16346310049.0,13117056461.0
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,5.21,5.899.638.644,5.882.416.956,,318.0,521.0,5899638644.0,5882416956.0
9.,9.,9.,Phải trả ngắn hạn khác,319,5.22,196.646.482.462,249.320.115.674,,319.0,522.0,196646482462.0,249320115674.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,5.23,160.000.000.000,155.296.663.881,,320.0,523.0,160000000000.0,155296663881.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,3.386.672.199,,321.0,,,3386672199.0
12.,12.,12.,Quỹ khen thưởng phúc lợi,322,,11.369.426.167,11.446.408.702,,322.0,,11369426167.0,11446408702.0
II.,II.,II.,Nợ dài hạn,330,,1.862.338.327.769,2.049.879.416.823,,330.0,,1862338327769.0,2049879416823.0
1.,1.,1.,Phải trả người bán dài hạn,331,5.17,1.817.664.458,2.625.664.458,,331.0,517.0,1817664458.0,2625664458.0
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,5.21,191.074.355.375,196.864.333.355,,336.0,521.0,191074355375.0,196864333355.0
7.,7.,7.,Phải trả dài hạn khác,337,5.22,519.674.076.159,540.883.536.898,,337.0,522.0,519674076159.0,540883536898.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,5.23,1.110.000.000.000,1.270.000.000.000,,338.0,523.0,1110000000000.0,1270000000000.0
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,5.24,39.772.231.777,39.505.882.112,,341.0,524.0,39772231777.0,39505882112.0
D-,D-,D-,VỐN CHỦ SỞ HỮU (400 = 410),400,,1.898.921.787.631,1.734.998.775.337,,400.0,,1898921787631.0,1734998775337.0
I-,I-,I-,Vốn chủ sở hữu,410,5.25,1.898.921.787.631,1.734.998.775.337,,410.0,525.0,1898921787631.0,1734998775337.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.000.000.000.000,3.000.000.000.000,,411.0,,3000000000000.0,3000000000000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.000.000.000.000,3.000.000.000.000,,,,3000000000000.0,3000000000000.0
3.,3.,3.,Vốn khác của chủ sở hữu,414,,6.270.825.481,6.270.825.481,,414.0,,6270825481.0,6270825481.0
4.,4.,4.,Cổ phiếu quỹ,415,,(10.000),(10.000),,415.0,,-10000.0,-10000.0
7.,7.,7.,Quỹ đầu tư phát triển,418,,105.752.876.950,105.495.925.035,,418.0,,105752876950.0,105495925035.0
9.,9.,9.,Quỹ khác thuộc vốn chủ sở hữu,420,,14.345.072.839,14.345.072.839,,420.0,,14345072839.0,14345072839.0
10.,10.,10.,Lợi nhuận sau thuế chưa phân phối,421,,(2.379.145.836.314),(2.448.628.588.999),,421.0,,-2379145836314.0,-2448628588999.0
,,,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,(2.446.257.975.683),(2.549.088.409.927),,,,-2446257975683.0,-2549088409927.0
,,,- LNST chưa phân phối kỳ này,421b,,67.112.139.369,100.459.820.928,,,,67112139369.0,100459820928.0
13.,13.,13.,Lợi ích cổ đông không kiểm soát,429,,1.151.698.858.675,1.057.515.550.981,,429.0,,1151698858675.0,1057515550981.0
TỔNG CỘNG NGUỒN VỐN (440 = 300+400),TỔNG CỘNG NGUỒN VỐN (440 = 300+400),TỔNG CỘNG NGUỒN VỐN (440 = 300+400),TỔNG CỘNG NGUỒN VỐN (440 = 300+400),440,,4.449.008.767.415,4.508.611.101.180,,440.0,,4449008767415.0,4508611101180.0
