row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,04 - 45,
Máy móc và thiết bị,Máy móc và thiết bị,Máy móc và thiết bị,03 - 25,
Thiết bị dụng cụ quản lý,Thiết bị dụng cụ quản lý,Thiết bị dụng cụ quản lý,03 - 10,
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,06 - 15,
Tài sản cố định hữu hình khác,Tài sản cố định hữu hình khác,Tài sản cố định hữu hình khác,04 - 08,
