row_label_raw,row_label_full,col_0,Tỷ lệ > Vốn năm giữ,Tỷ lệ > Quyền biểu quyết,31/12/2025 > Giá gốc,31/12/2025 > Giá trị hợp lý,31/12/2025 > Dự phòng,01/01/2025 > Giá gốc,01/01/2025 > Giá trị hợp lý,01/01/2025 > Dự phòng,numeric__Tỷ lệ > Vốn năm giữ,numeric__Tỷ lệ > Quyền biểu quyết,numeric__31/12/2025 > Giá gốc,numeric__31/12/2025 > Giá trị hợp lý,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá gốc,numeric__01/01/2025 > Giá trị hợp lý,numeric__01/01/2025 > Dự phòng
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,,,2.101.423.700.000,,(16.423.700.000),2.101.423.700.000,,(16.423.700.000),,,2101423700000.0,,-16423700000.0,2101423700000.0,,-16423700000.0
Công ty Cổ phần Kỹ thuật Xây dựng và Vật liệu Xây dựng,Công ty Cổ phần Kỹ thuật Xây dựng và Vật liệu Xây dựng,Công ty Cổ phần Kỹ thuật Xây dựng và Vật liệu Xây dựng,,,4.423.700.000,,(4.423.700.000),4.423.700.000,,(4.423.700.000),,,4423700000.0,,-4423700000.0,4423700000.0,,-4423700000.0
Công ty Cổ phần Đầu tư Thương mại Vneco Hà Nội,Công ty Cổ phần Đầu tư Thương mại Vneco Hà Nội,Công ty Cổ phần Đầu tư Thương mại Vneco Hà Nội,"4,0%","4,0%",12.000.000.000,,(12.000.000.000),12.000.000.000,,(12.000.000.000),0.04,0.04,12000000000.0,,-12000000000.0,12000000000.0,,-12000000000.0
Công ty Cổ phần IDS Equity Holdings,Công ty Cổ phần IDS Equity Holdings,Công ty Cổ phần IDS Equity Holdings,30%,,2.085.000.000.000,,-,2.085.000.000.000,,-,0.3,,2085000000000.0,,,2085000000000.0,,
Tổng,Tổng,Tổng,,,2.101.423.700.000,(*),(16.423.700.000),2.101.423.700.000,(*),(16.423.700.000),,,2101423700000.0,,-16423700000.0,2101423700000.0,,-16423700000.0
