row_label_raw,row_label_full,col_0,Năm 2024VNDĐã trình bày,Năm 2024VND(Trình bày lại),Chênh lệchVND,numeric__Năm 2024VNDĐã trình bày,numeric__Năm 2024VND(Trình bày lại),numeric__Chênh lệchVND
Lợi nhuận kế toán sau thuế thu nhập doanh nghiệp,Lợi nhuận kế toán sau thuế thu nhập doanh nghiệp,Lợi nhuận kế toán sau thuế thu nhập doanh nghiệp,215.147.294.010,215.147.294.010,-,215147294010.0,215147294010.0,
Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,95.849.463.177,95.849.463.177,-,95849463177.0,95849463177.0,
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,-,-,-,,,
Các khoản điều chỉnh giảm,Các khoản điều chỉnh tăng > Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,-,(1.063.341.823),(1.063.341.823),,-1063341823.0,-1063341823.0
"Trích quỹ khen thưởng, phúc lợi tại Công ty con","Các khoản điều chỉnh tăng > Trích quỹ khen thưởng, phúc lợi tại Công ty con","Trích quỹ khen thưởng, phúc lợi tại Công ty con",-,(1.063.341.823),(1.063.341.823),,-1063341823.0,-1063341823.0
Lợi nhuận phân bổ cho Cổ đông Công ty mẹ sở hữu cổ phiếu phổ thông,Các khoản điều chỉnh tăng > Lợi nhuận phân bổ cho Cổ đông Công ty mẹ sở hữu cổ phiếu phổ thông,Lợi nhuận phân bổ cho Cổ đông Công ty mẹ sở hữu cổ phiếu phổ thông,119.297.830.833,118.234.489.010,(1.063.341.823),119297830833.0,118234489010.0,-1063341823.0
Cổ phiếu phổ thông đang lưu hành bình quân trong kỳ (cổ phiếu),Các khoản điều chỉnh tăng > Cổ phiếu phổ thông đang lưu hành bình quân trong kỳ (cổ phiếu),Cổ phiếu phổ thông đang lưu hành bình quân trong kỳ (cổ phiếu),299.999.999,299.999.999,-,299999999.0,299999999.0,
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Các khoản điều chỉnh tăng > Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),398,394,(4),398.0,394.0,-4.0
