row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2025VND,01/01/2025VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2025VND,numeric__01/01/2025VND
A -,A -,A -,TÀI SẢN NGĂN HẠN(100=100+120+130+140+150),100,,579.013.136.676,676.236.857.416,,100.0,,579013136676.0,676236857416.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,102.712.794.410,190.735.461.868,,110.0,51.0,102712794410.0,190735461868.0
1.,1.,1.,Tiền,111,,68.812.794.410,73.435.461.868,,111.0,,68812794410.0,73435461868.0
2.,2.,2.,Các khoản tương đương tiền,112,,33.900.000.000,117.300.000.000,,112.0,,33900000000.0,117300000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,55.030.629.624,32.738.333.738,,120.0,,55030629624.0,32738333738.0
1.,1.,1.,Chứng khoán kinh doanh,121,5.2,21.755.491.533,21.755.664.092,,121.0,52.0,21755491533.0,21755664092.0
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,5.2,(14.362.066.533),(15.052.229.225),,122.0,52.0,-14362066533.0,-15052229225.0
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,5.2,47.637.204.624,26.034.898.871,,123.0,52.0,47637204624.0,26034898871.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,243.768.125.612,197.129.141.591,,130.0,,243768125612.0,197129141591.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.3,29.857.251.252,27.957.315.328,,131.0,53.0,29857251252.0,27957315328.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,5.4,51.813.330.846,66.872.330.619,,132.0,54.0,51813330846.0,66872330619.0
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,5.5,6.355.959.999,5.900.000.000,,135.0,55.0,6355959999.0,5900000000.0
6.,6.,6.,Phải thu ngắn hạn khác,136,5.6,337.523.115.217,274.516.712.466,,136.0,56.0,337523115217.0,274516712466.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,5.7,(183.756.760.892),(180.109.612.335),,137.0,57.0,-183756760892.0,-180109612335.0
8.,8.,8.,Tài sản thiếu chờ xử lý,139,,1.975.229.190,1.992.395.513,,139.0,,1975229190.0,1992395513.0
IV.,IV.,IV.,Hàng tồn kho,140,5.8,156.054.736.953,233.301.649.588,,140.0,58.0,156054736953.0,233301649588.0
1.,1.,1.,Hàng tồn kho,141,,172.982.090.038,335.554.876.361,,141.0,,172982090038.0,335554876361.0
2,2,2,Dự phòng giảm giá hàng tồn kho,149,,(16.927.353.085),(102.253.226.773),,149.0,,-16927353085.0,-102253226773.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,21.446.850.077,22.332.270.631,,150.0,,21446850077.0,22332270631.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,5.9,3.813.431.221,3.121.996.508,,151.0,59.0,3813431221.0,3121996508.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,8.244.591.040,9.825.446.307,,152.0,,8244591040.0,9825446307.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,5.19,9.388.827.816,9.384.827.816,,153.0,519.0,9388827816.0,9384827816.0
B -,B -,B -,TÀI SẢN DÀI HẠN(200=210+220+230+240+250+260),200,,3.869.995.630.739,3.832.374.243.764,,200.0,,3869995630739.0,3832374243764.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,290.030.854.410,323.836.126.954,,210.0,,290030854410.0,323836126954.0
6.,6.,6.,Phải thu dài hạn khác,216,5.6,290.030.854.410,323.836.126.954,,216.0,56.0,290030854410.0,323836126954.0
II.,II.,II.,Tài sản cố định,220,,516.292.015.241,482.842.470.131,,220.0,,516292015241.0,482842470131.0
1.,1.,1.,Tài sản cố định hữu hình,221,5.10,412.421.043.052,427.179.420.965,,221.0,510.0,412421043052.0,427179420965.0
,,,- Nguyên giá,222,,848.499.133.456,830.786.741.015,,222.0,,848499133456.0,830786741015.0
,,,- Giá trị hao mòn lũy kế,223,,(436.078.090.404),(403.607.320.050),,223.0,,-436078090404.0,-403607320050.0
3.,3.,3.,Tài sản cố định vô hình,227,5.11,103.870.972.189,55.663.049.166,,227.0,511.0,103870972189.0,55663049166.0
,,,- Nguyên giá,228,,127.390.238.188,75.516.700.065,,228.0,,127390238188.0,75516700065.0
,,,- Giá trị hao mòn lũy kế,229,,(23.519.265.999),(19.853.650.899),,229.0,,-23519265999.0,-19853650899.0
III.,III.,III.,Bất động sản đầu tư,230,5.12,19.973.518.869,21.178.712.553,,230.0,512.0,19973518869.0,21178712553.0
1.,1.,1.,Nguyên giá,231,,36.155.810.460,36.155.810.460,,231.0,,36155810460.0,36155810460.0
2.,2.,2.,Giá trị hao mòn lũy kế,232,,(16.182.291.591),(14.977.097.907),,232.0,,-16182291591.0,-14977097907.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,197.597.150.139,214.342.763.029,,240.0,,197597150139.0,214342763029.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,5.13,197.597.150.139,214.342.763.029,,242.0,513.0,197597150139.0,214342763029.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.14,2.310.328.613.416,2.293.114.255.643,,250.0,514.0,2310328613416.0,2293114255643.0
2.,2.,2.,"Đầu tư vào Công ty liên kết, liên doanh",252,,225.328.613.416,208.114.255.643,,252.0,,225328613416.0,208114255643.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,2.101.423.700.000,2.101.423.700.000,,253.0,,2101423700000.0,2101423700000.0
4.,4.,4.,Dự phòng giảm giá đầu tư tài chính dài hạn,254,,(16.423.700.000),(16.423.700.000),,254.0,,-16423700000.0,-16423700000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,535.773.478.664,497.059.915.454,,260.0,,535773478664.0,497059915454.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.9,453.913.539.354,464.684.457.865,,261.0,59.0,453913539354.0,464684457865.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,5.15,184.366.547,241.943.120,,262.0,515.0,184366547.0,241943120.0
4.,4.,4.,Lợi thế thương mại,268,5.16,81.675.572.763,32.133.514.469,,268.0,516.0,81675572763.0,32133514469.0
TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),270,,4.449.008.767.415,4.508.611.101.180,,270.0,,4449008767415.0,4508611101180.0
