row_label_raw,row_label_full,Tổng giá trị cổ phiếu,31/12/2025 (VND) > Giá gốc > 21.755.491.533,31/12/2025 (VND) > Giá trị hợp lý,31/12/2025 (VND) > Dự phòng > (14.362.066.533),01/01/2025 (VND) > Giá gốc > 21.755.664.092,01/01/2025 (VND) > Giá trị hợp lý,01/01/2025 (VND) > Dự phòng > (15.052.229.225),numeric__31/12/2025 (VND) > Giá gốc > 21.755.491.533,numeric__31/12/2025 (VND) > Giá trị hợp lý,numeric__31/12/2025 (VND) > Dự phòng > (14.362.066.533),numeric__01/01/2025 (VND) > Giá gốc > 21.755.664.092,numeric__01/01/2025 (VND) > Giá trị hợp lý,numeric__01/01/2025 (VND) > Dự phòng > (15.052.229.225)
+ Công ty Cổ phần Đầu tư PVR Hà Nội,+ Công ty Cổ phần Đầu tư PVR Hà Nội,+ Công ty Cổ phần Đầu tư PVR Hà Nội,18.184.066.533,3.822.000.000,(14.362.066.533),18.184.066.533,3.131.916.667,(15.052.149.866),18184066533.0,3822000000.0,-14362066533.0,18184066533.0,3131916667.0,-15052149866.0
+ Công ty Cổ phần Fạfilm Thành phố Hồ Chí Minh,+ Công ty Cổ phần Fạfilm Thành phố Hồ Chí Minh,+ Công ty Cổ phần Fạfilm Thành phố Hồ Chí Minh,3.571.425.000,(*),-,3.571.425.000,(*),-,3571425000.0,,,3571425000.0,,
- Các khoản đầu tư khác,- Các khoản đầu tư khác,- Các khoản đầu tư khác,-,,-,172.559,(*),(79.359),,,,172559.0,,-79359.0
Tổng,Tổng,Tổng,21.755.491.533,,(14.362.066.533),21.755.664.092,,(15.052.229.225),21755491533.0,,-14362066533.0,21755664092.0,,-15052229225.0
