row_label_raw,row_label_full,col_0,31/12/2025 (VND) > Giá trị ghi sổ,31/12/2025 (VND) > Số có khả năng trả nợ,01/01/2025 (VND) > Giá trị ghi sổ,01/01/2025 (VND) > Số có khả năng trả nợ,numeric__31/12/2025 (VND) > Giá trị ghi sổ,numeric__31/12/2025 (VND) > Số có khả năng trả nợ,numeric__01/01/2025 (VND) > Giá trị ghi sổ,numeric__01/01/2025 (VND) > Số có khả năng trả nợ
Ngắn hạn,Ngắn hạn,Ngắn hạn,31.110.864.565,31.110.864.565,28.583.088.332,28.583.088.332,31110864565.0,31110864565.0,28583088332.0,28583088332.0
Công ty TNHH MTV - Tổng Công ty Đầu tư Phát triển Hạ tầng Đô thị UDIC,Công ty TNHH MTV - Tổng Công ty Đầu tư Phát triển Hạ tầng Đô thị UDIC,Công ty TNHH MTV - Tổng Công ty Đầu tư Phát triển Hạ tầng Đô thị UDIC,470.606.664,470.606.664,940.670.171,940.670.171,470606664.0,470606664.0,940670171.0,940670171.0
Tổng Công ty Xây dựng Hà Nội - CTCP,Tổng Công ty Xây dựng Hà Nội - CTCP,Tổng Công ty Xây dựng Hà Nội - CTCP,1.410.566.240,1.410.566.240,1.410.566.240,1.410.566.240,1410566240.0,1410566240.0,1410566240.0,1410566240.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,29.229.691.661,29.229.691.661,26.231.851.921,26.231.851.921,29229691661.0,29229691661.0,26231851921.0,26231851921.0
Dài hạn,Dài hạn,Dài hạn,1.817.664.458,1.817.664.458,2.625.664.458,2.625.664.458,1817664458.0,1817664458.0,2625664458.0,2625664458.0
Ông Phan Đào Sơn (i),Ông Phan Đào Sơn (i),Ông Phan Đào Sơn (i),1.817.664.458,1.817.664.458,2.625.664.458,2.625.664.458,1817664458.0,1817664458.0,2625664458.0,2625664458.0
Tổng,Tổng,Tổng,32.928.529.023,32.928.529.023,31.208.752.790,31.208.752.790,32928529023.0,32928529023.0,31208752790.0,31208752790.0
