row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2025VND,Năm 2024VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2025VND,numeric__Năm 2024VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,6.1,1.197.154.692.806,1.041.737.803.129,,1.0,61.0,1197154692806.0,1041737803129.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,6.2,55.747.073.695,34.838.638.846,,2.0,62.0,55747073695.0,34838638846.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01-02),10,6.3,1.141.407.619.111,1.006.899.164.283,,10.0,63.0,1141407619111.0,1006899164283.0
4.,4.,4.,Giá vốn hàng bán,11,6.4,604.735.406.723,529.101.343.889,,11.0,64.0,604735406723.0,529101343889.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10-11),20,,536.672.212.388,477.797.820.394,,20.0,,536672212388.0,477797820394.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,6.5,13.126.182.322,23.361.008.205,,21.0,65.0,13126182322.0,23361008205.0
7.,7.,7.,Chi phí tài chính,22,6.6,107.128.676.099,179.439.548.562,,22.0,66.0,107128676099.0,179439548562.0
7.,7.,7.,Trong đó: Chi phí lãi vay,23,,107.808.012.234,107.769.515.970,,23.0,,107808012234.0,107769515970.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công tyliên doanh, liên kết",24,,45.564.357.773,35.954.780.898,,24.0,,45564357773.0,35954780898.0
9.,9.,9.,Chi phí bán hàng,25,6.7,208.851.758.275,180.844.467.757,,25.0,67.0,208851758275.0,180844467757.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,6.7,121.459.442.632,90.701.525.971,,26.0,67.0,121459442632.0,90701525971.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20+(21-22)+24-(25+26)},30,,157.922.875.477,86.128.067.207,,30.0,,157922875477.0,86128067207.0
12.,12.,12.,Thu nhập khác,31,6.8,12.086.986.789,179.146.132.709,,31.0,68.0,12086986789.0,179146132709.0
13.,13.,13.,Chi phí khác,32,6.8,12.149.374.265,17.942.898.530,,32.0,68.0,12149374265.0,17942898530.0
14.,14.,14.,Lợi nhuận khác (40 = 31-32),40,6.8,(62.387.476),161.203.234.179,,40.0,68.0,-62387476.0,161203234179.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế(50 = 30+40),50,,157.860.488.001,247.331.301.386,,50.0,,157860488001.0,247331301386.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,6.9,34.359.525.072,32.363.265.663,,51.0,69.0,34359525072.0,32363265663.0
17.,17.,17.,Chi phí thuế TNDN hoãn lại,52,6.10,323.926.238,(179.258.287),,52.0,610.0,323926238.0,-179258287.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50-51-52),60,,123.177.036.691,215.147.294.010,,60.0,,123177036691.0,215147294010.0
19.,19.,19.,Lợi nhuận sau thuế của Công ty mẹ,61,,67.112.139.369,119.297.830.833,,61.0,,67112139369.0,119297830833.0
20,20,20,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,56.064.897.322,95.849.463.177,,62.0,,56064897322.0,95849463177.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,6.11,224,394,,70.0,611.0,224.0,394.0
