row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc Nghìn VND,Máy móc và thiết bị Nghìn VND,Dụng cụ văn phòng Nghìn VND,Phương tiện vận chuyển Nghìn VND,Tài sản khai thác khoáng sản khác Nghìn VND,Tổng cộng Nghìn VND,numeric__Nhà cửa và vật kiến trúc Nghìn VND,numeric__Máy móc và thiết bị Nghìn VND,numeric__Dụng cụ văn phòng Nghìn VND,numeric__Phương tiện vận chuyển Nghìn VND,numeric__Tài sản khai thác khoáng sản khác Nghìn VND,numeric__Tổng cộng Nghìn VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,5.632.226.662,13.510.990.192,42.933.174,13.351.985,5.095.926.136,24.295.428.149,5632226662.0,13510990192.0,42933174.0,13351985.0,5095926136.0,24295428149.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,-,-,-,41.797.589,41.797.589,,,,,41797589.0,41797589.0
Chuyển từ chi phí xây dựng cơ bản dở dang (Thuyết minh 13),Nguyên giá > Chuyển từ chi phí xây dựng cơ bản dở dang (Thuyết minh 13),Chuyển từ chi phí xây dựng cơ bản dở dang (Thuyết minh 13),212.246.952,168.722.209,-,-,-,380.969.161,212246952.0,168722209.0,,,,380969161.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,5.844.473.614,13.679.712.401,42.933.174,13.351.985,5.137.723.725,24.718.194.899,5844473614.0,13679712401.0,42933174.0,13351985.0,5137723725.0,24718194899.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,2.333.779.965,6.168.080.233,42.508.971,11.529.578,1.877.118.403,10.433.017.150,2333779965.0,6168080233.0,42508971.0,11529578.0,1877118403.0,10433017150.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,237.596.399,310.334.465,70.608,946.942,79.959.843,628.908.257,237596399.0,310334465.0,70608.0,946942.0,79959843.0,628908257.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,2.571.376.364,6.478.414.698,42.579.579,12.476.520,1.957.078.246,11.061.925.407,2571376364.0,6478414698.0,42579579.0,12476520.0,1957078246.0,11061925407.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,3.298.446.697,7.342.909.959,424.203,1.822.407,3.218.807.733,13.862.410.999,3298446697.0,7342909959.0,424203.0,1822407.0,3218807733.0,13862410999.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,3.273.097.250,7.201.297.703,353.595,875.465,3.180.645.479,13.656.269.492,3273097250.0,7201297703.0,353595.0,875465.0,3180645479.0,13656269492.0
