row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2025Nghìn VND > -,Số phải nộp trong nămNghìn VND > 490.319.987,Số đã nộp/bù trừ trong nămNghìn VND > (490.319.987),31/12/2025Nghìn VND > -,numeric__1/1/2025Nghìn VND > -,numeric__Số phải nộp trong nămNghìn VND > 490.319.987,numeric__Số đã nộp/bù trừ trong nămNghìn VND > (490.319.987),numeric__31/12/2025Nghìn VND > -
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,105.107,190.164.635,(190.269.742),-,105107.0,190164635.0,-190269742.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,211.848.624,33.504.306,(216.506.905),28.846.025,211848624.0,33504306.0,-216506905.0,28846025.0
Phí bảo vệ môi trường,Phí bảo vệ môi trường,Phí bảo vệ môi trường,-,5.866.211,(5.866.211),-,,5866211.0,-5866211.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,6.009.817,50.264.544,(53.339.888),2.934.473,6009817.0,50264544.0,-53339888.0,2934473.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,215.341.959,(215.341.959),-,,215341959.0,-215341959.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,731.076,23.489.724,(23.269.735),951.065,731076.0,23489724.0,-23269735.0,951065.0
,,,218.694.624,1.008.951.366,(1.194.914.427),32.731.563,218694624.0,1008951366.0,-1194914427.0,32731563.0
