row_label_raw,row_label_full,col_0,2025,2024,numeric__2025,numeric__2024
Net profit/(loss) for the year (VND'000),Net profit/(loss) for the year (VND'000),Net profit/(loss) for the year (VND'000),"11,292,963","(1,586,598,650)",,
Net profit attributable to non-controlling interest (VND'000),Net profit attributable to non-controlling interest (VND'000),Net profit attributable to non-controlling interest (VND'000),-,"51,858,035",,
Net profit/(loss) attributable to ordinary shareholders (VND'000),Net profit/(loss) attributable to ordinary shareholders (VND'000),Net profit/(loss) attributable to ordinary shareholders (VND'000),"11,292,963","(1,638,456,685)",,
Weighted average number of ordinary shares (shares),Weighted average number of ordinary shares (shares),Weighted average number of ordinary shares (shares),"1,099,349,339","1,099,155,420",,
Basic earnings/(losses) per share (VND/share),Weighted average number of ordinary shares (shares) > Basic earnings/(losses) per share (VND/share),Basic earnings/(losses) per share (VND/share),10,"(1,491)",10.0,-1.491
