row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2025 Nghìn VND,2024 Nghìn VND,numeric__Mã số,numeric__Thuyết minh,numeric__2025 Nghìn VND,numeric__2024 Nghìn VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,25,7.442.723.808,14.345.267.406,1.0,25.0,7442723808.0,14345267406.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,25,-,8.938.679,2.0,25.0,,8938679.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,25,7.442.723.808,14.336.328.727,10.0,25.0,7442723808.0,14336328727.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,,6.067.393.926,13.443.622.106,11.0,,6067393926.0,13443622106.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),20,,1.375.329.882,892.706.621,20.0,,1375329882.0,892706621.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,26,183.847.389,1.917.333.501,21.0,26.0,183847389.0,1917333501.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,27,1.253.463.817,2.284.396.141,22.0,27.0,1253463817.0,2284396141.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,1.020.071.938,1.371.669.159,23.0,,1020071938.0,1371669159.0
Phần lợi nhuận trong công ty liên kết,Phần lợi nhuận trong công ty liên kết,Phần lợi nhuận trong công ty liên kết,24,,-,30.316.644,24.0,,,30316644.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,28,99.168.649,361.709.384,25.0,28.0,99168649.0,361709384.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,29,78.609.851,452.326.961,26.0,29.0,78609851.0,452326961.0
Lợi nhuận/(lỗ) thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận/(lỗ) thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận/(lỗ) thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) + 24 - (25 + 26)},30,,127.934.954,(258.075.720),30.0,,127934954.0,-258075720.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,30,10.214.490,69.542.334,31.0,30.0,10214490.0,69542334.0
Chi phí khác,Chi phí khác,Chi phí khác,32,31,89.273.461,745.036.300,32.0,31.0,89273461.0,745036300.0
Kết quả từ các hoạt động khác(40 = 31 - 32),Kết quả từ các hoạt động khác(40 = 31 - 32),Kết quả từ các hoạt động khác(40 = 31 - 32),40,,(79.058.971),(675.493.966),40.0,,-79058971.0,-675493966.0
Lợi nhuận/(lỗ) kế toán trước thuế(50 = 30 + 40),Lợi nhuận/(lỗ) kế toán trước thuế(50 = 30 + 40),Lợi nhuận/(lỗ) kế toán trước thuế(50 = 30 + 40),50,,48.875.983,(933.569.686),50.0,,48875983.0,-933569686.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,32,33.504.306,309.709.189,51.0,32.0,33504306.0,309709189.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,52,32,4.078.714,343.319.775,52.0,32.0,4078714.0,343319775.0
Lợi nhuận/(lỗ) sau thuế TNDN(60 = 50 - 51 - 52)(chuyển sang trang sau),Lợi nhuận/(lỗ) sau thuế TNDN(60 = 50 - 51 - 52)(chuyển sang trang sau),Lợi nhuận/(lỗ) sau thuế TNDN(60 = 50 - 51 - 52)(chuyển sang trang sau),60,,11.292.963,(1.586.598.650),60.0,,11292963.0,-1586598650.0
