row_label_raw,row_label_full,Related party,Nature of transactions,2025VND'000,2024VND'000,numeric__Nature of transactions,numeric__2025VND'000,numeric__2024VND'000
Ultimate parent company's associate,Ultimate parent company's associate,Ultimate parent company's associate,Ultimate parent company's associate,Ultimate parent company's associate,Ultimate parent company's associate,,,
TCB and its subsidiaries,TCB and its subsidiaries,TCB and its subsidiaries,Interest expense,"113,279,567","137,273,156",,,
TCB and its subsidiaries,TCB and its subsidiaries,TCB and its subsidiaries,Bonds interest (i),"40,154,700","22,930,804",,,
TCB and its subsidiaries,TCB and its subsidiaries,TCB and its subsidiaries,Borrowings received,"1,266,290,699","1,881,834,936",,,
TCB and its subsidiaries,TCB and its subsidiaries,TCB and its subsidiaries,Borrowings repaid,"2,080,617,671","1,649,270,679",,,
TCB and its subsidiaries,TCB and its subsidiaries,TCB and its subsidiaries,Bonds paid(TCB is the issuance consultant),-,"2,000,000,000",,,
Associate (from 1/1/2024 to 17/12/2024),Associate (from 1/1/2024 to 17/12/2024),Associate (from 1/1/2024 to 17/12/2024),Associate (from 1/1/2024 to 17/12/2024),Associate (from 1/1/2024 to 17/12/2024),Associate (from 1/1/2024 to 17/12/2024),,,
Jiangwu H.C.Starck,Jiangwu H.C.Starck,Jiangwu H.C.Starck,Purchase of goods,-,"1,873,522,437",,,
Tungsten Products Co.Ltd,Tungsten Products Co.Ltd,Tungsten Products Co.Ltd,,,,,,
Key management personnel,Key management personnel,Key management personnel,Key management personnel,Key management personnel,Key management personnel,,,
,,,"Salary, bonus and other benefits (ii)","13,141,049","24,572,535",,,
