row_label_raw,row_label_full,col_0,2025VND'000,2024VND'000,numeric__2025VND'000,numeric__2024VND'000
Foreign exchange gains,Foreign exchange gains,Foreign exchange gains,"136,070,763","499,623,079",,
Interest income from deposits and loans,Interest income from deposits and loans,Interest income from deposits and loans,"28,986,569","8,894,929",,
Other financial income,Other financial income,Other financial income,"18,790,057","2,885,780",,
Gains from divestment of investment in subsidiaries,Gains from divestment of investment in subsidiaries,Gains from divestment of investment in subsidiaries,-,"1,405,929,713",,
,,,"183,847,389","1,917,333,501",,
