row_label_raw,row_label_full,col_0,Code,Note,2025VND'000,2024VND'000,numeric__Code,numeric__Note,numeric__2025VND'000,numeric__2024VND'000
Net profit/(loss) after tax(60 = 50 - 51 - 52)(brought forward from previous page),Net profit/(loss) after tax(60 = 50 - 51 - 52)(brought forward from previous page),Net profit/(loss) after tax(60 = 50 - 51 - 52)(brought forward from previous page),60,,"11,292,963","(1,586,598,650)",60.0,,,
Net profit/(loss) attributable to:,Net profit/(loss) attributable to:,Net profit/(loss) attributable to:,Net profit/(loss) attributable to:,Net profit/(loss) attributable to:,Net profit/(loss) attributable to:,Net profit/(loss) attributable to:,,,,
Equity holders of the Company,Net profit/(loss) attributable to: > Equity holders of the Company,Equity holders of the Company,61,,"11,292,963","(1,638,456,685)",61.0,,,
Non-controlling interest,Net profit/(loss) attributable to: > Non-controlling interest,Non-controlling interest,62,,-,"51,858,035",62.0,,,
,,,,,VND,VND,,,,
Earnings/(losses) per share,Earnings/(losses) per share,Earnings/(losses) per share,Earnings/(losses) per share,Earnings/(losses) per share,Earnings/(losses) per share,Earnings/(losses) per share,,,,
Basic earnings/(losses) per share,Earnings/(losses) per share > Basic earnings/(losses) per share,Basic earnings/(losses) per share,70,33,10,"(1,491)",70.0,33.0,10.0,-1.491
