row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2025Nghìn VND,1/1/2025Nghìn VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025Nghìn VND,numeric__1/1/2025Nghìn VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),TÀI SẢN > Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),100,,7.244.781.522,6.992.043.391,100.0,,7244781522.0,6992043391.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5,570.211.947,1.468.795.621,110.0,5.0,570211947.0,1468795621.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,145.211.947,1.468.795.621,111.0,,145211947.0,1468795621.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,425.000.000,-,112.0,,425000000.0,
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,364.962.353,-,120.0,,364962353.0,
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,6,364.962.353,-,121.0,6.0,364962353.0,
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,2.693.152.824,1.873.471.973,130.0,,2693152824.0,1873471973.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,7,777.487.739,789.719.771,131.0,7.0,777487739.0,789719771.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,86.729.827,99.262.520,132.0,,86729827.0,99262520.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,8,691.500.000,-,135.0,8.0,691500000.0,
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,9,1.137.435.258,993.154.083,136.0,9.0,1137435258.0,993154083.0
Dự phòng phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,,-,(8.664.401),137.0,,,-8664401.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,10,2.875.400.142,2.967.555.729,140.0,10.0,2875400142.0,2967555729.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,2.928.945.068,3.071.547.193,141.0,,2928945068.0,3071547193.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(53.544.926),(103.991.464),149.0,,-53544926.0,-103991464.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,741.054.256,682.220.068,150.0,,741054256.0,682220068.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,,56.007.417,36.157.125,151.0,,56007417.0,36157125.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,685.046.839,646.062.943,152.0,,685046839.0,646062943.0
