row_label_raw,row_label_full,col_0,1/1/2025Giá trị ghi sổ và số có khả năng trả nợNghìn VND,Biến động trong năm > TăngNghìn VND,Biến động trong năm > Thanh toánNghìn VND,Biến động trong năm > Chênh lệch tỷ giá chưa thực hiệnNghìn VND,31/12/2025Giá trị ghi sổ và số có khả năng trả nợNghìn VND,numeric__1/1/2025Giá trị ghi sổ và số có khả năng trả nợNghìn VND,numeric__Biến động trong năm > TăngNghìn VND,numeric__Biến động trong năm > Thanh toánNghìn VND,numeric__Biến động trong năm > Chênh lệch tỷ giá chưa thực hiệnNghìn VND,numeric__31/12/2025Giá trị ghi sổ và số có khả năng trả nợNghìn VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.284.827.701,5.108.802.276,(5.684.547.487),(24.039.180),2.685.043.310,3284827701.0,5108802276.0,-5684547487.0,-24039180.0,2685043310.0
Vay dài hạn đến hạn trả(Thuyết minh 19(b)),Vay dài hạn đến hạn trả(Thuyết minh 19(b)),Vay dài hạn đến hạn trả(Thuyết minh 19(b)),373.097.665,239.369.054,(480.107.631),-,132.359.088,373097665.0,239369054.0,-480107631.0,,132359088.0
,,,3.657.925.366,5.348.171.330,(6.164.655.118),(24.039.180),2.817.402.398,3657925366.0,5348171330.0,-6164655118.0,-24039180.0,2817402398.0
