row_label_raw,row_label_full,col_0,2025VND’000,2024VND’000,numeric__2025VND’000,numeric__2024VND’000
Current tax expense,Current tax expense,Current tax expense,Current tax expense,Current tax expense,,
Current year(Over)/under provision in prior years,Current year(Over)/under provision in prior years,Current year(Over)/under provision in prior years,"33,771,740(267,434)","309,656,20552,984",,
,,,"33,504,306","309,709,189",,
Deferred tax expense,Deferred tax expense,Deferred tax expense,Deferred tax expense,Deferred tax expense,,
Reversal of temporary differencesWrite-down of deferred tax assets,Reversal of temporary differencesWrite-down of deferred tax assets,Reversal of temporary differencesWrite-down of deferred tax assets,"4,078,714-","(99,182,434)442,502,209",,
,,,"4,078,714","343,319,775",,
Income tax expense,Income tax expense,Income tax expense,"37,583,020","653,028,964",,
