row_label_raw,row_label_full,col_0,Khôi phục môi trường mô Nghìn VND,Quyền khai thác khoáng sản Nghìn VND,Tổng cộng Nghìn VND,numeric__Khôi phục môi trường mô Nghìn VND,numeric__Quyền khai thác khoáng sản Nghìn VND,numeric__Tổng cộng Nghìn VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,124.829.711,340.459.057,465.288.768,124829711.0,340459057.0,465288768.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,41.797.589,-,41.797.589,41797589.0,,41797589.0
Chỉ phí chiết khấu khoản dự phòng,Chỉ phí chiết khấu khoản dự phòng,Chỉ phí chiết khấu khoản dự phòng,5.954.323,5.680.836,11.635.159,5954323.0,5680836.0,11635159.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,172.581.623,346.139.893,518.721.516,172581623.0,346139893.0,518721516.0
